seq_id,seq_id2,locus_tag,locus_tag2,identity,similarity,start,end,start2,end2
BGC0001106.0_reference,CP107963.region022,ABS90474.1,PRJNA747871_OHT02_27350,0.78,0.84,61725.0,64845.0,,
BGC0001106.0_reference,CP107963.region022,ABS90475.1,PRJNA747871_OHT02_27355,0.75,0.82,64918.0,79834.0,,
BGC0001106.0_reference,CP107963.region022,ABS90476.1,PRJNA747871_OHT02_27360,0.74,0.81,79830.0,83421.0,,
BGC0001106.0_reference,CP107963.region022,ABS90477.1,PRJNA747871_OHT02_27365,0.88,0.93,83466.0,84615.0,,
BGC0001106.0_reference,CP107963.region022,ABS90478.1,PRJNA747871_OHT02_27370,0.73,0.82,84624.0,87153.0,,
BGC0001106.0_reference,CP108368.region015,ABA39082.2,PRJNA747871_OG229_12105,0.75,0.83,15045.0,13944.0,,
BGC0001106.0_reference,CP108368.region015,ABS90466.1,PRJNA747871_OG229_12100,0.84,0.91,16019.0,15041.0,,
BGC0001106.0_reference,CP108368.region015,ABA39084.2,PRJNA747871_OG229_12095,0.84,0.89,17116.0,16015.0,,
BGC0001106.0_reference,CP108368.region015,ABS90467.1,PRJNA747871_OG229_12090,0.74,0.80,17390.0,17108.0,,
BGC0001106.0_reference,CP108368.region015,ABS90468.1,PRJNA747871_OG229_12085,0.81,0.85,18070.0,17404.0,,
BGC0001106.0_reference,CP108368.region015,ABS90469.1,PRJNA747871_OG229_12080,0.8,0.88,18933.0,18069.0,,
BGC0001106.0_reference,CP108368.region015,ABS90470.1,PRJNA747871_OG229_12070,0.7,0.75,20000.0,43214.0,,
BGC0001106.0_reference,CP108368.region015,ABS90471.1,PRJNA747871_OG229_12065,0.78,0.84,43210.0,51991.0,,
BGC0001106.0_reference,CP108368.region015,ABS90472.1,PRJNA747871_OG229_12060,0.82,0.88,52007.0,55616.0,,
BGC0001106.0_reference,CP108368.region015,ABS90473.1,PRJNA747871_OG229_12055,0.84,0.89,55693.0,61675.0,,
BGC0001106.0_reference,CP108368.region015,ABS90474.1,PRJNA747871_OG229_12050,0.78,0.84,61725.0,64845.0,,
BGC0001106.0_reference,CP108368.region015,ABS90475.1,PRJNA747871_OG229_12045,0.75,0.81,64918.0,79834.0,,
BGC0001106.0_reference,CP108368.region015,ABS90476.1,PRJNA747871_OG229_12040,0.74,0.81,79830.0,83421.0,,
BGC0001106.0_reference,CP108368.region015,ABS90477.1,PRJNA747871_OG229_12035,0.88,0.93,83466.0,84615.0,,
BGC0001106.0_reference,CP108368.region015,ABS90478.1,PRJNA747871_OG229_12030,0.73,0.82,84624.0,87153.0,,
BGC0001106.0_reference,CP108974.region019,ABA39082.2,PRJNA747871_OG301_26320,0.76,0.84,15045.0,13944.0,,
BGC0001106.0_reference,CP108974.region019,ABS90466.1,PRJNA747871_OG301_26325,0.84,0.91,16019.0,15041.0,,
BGC0001106.0_reference,CP108974.region019,ABA39084.2,PRJNA747871_OG301_26330,0.84,0.89,17116.0,16015.0,,
BGC0001106.0_reference,CP108974.region019,ABS90467.1,PRJNA747871_OG301_26335,0.73,0.78,17390.0,17108.0,,
BGC0001106.0_reference,CP108974.region019,ABS90468.1,PRJNA747871_OG301_26340,0.81,0.85,18070.0,17404.0,,
BGC0001106.0_reference,CP108974.region019,ABS90469.1,PRJNA747871_OG301_26345,0.8,0.89,18933.0,18069.0,,
BGC0001106.0_reference,CP108974.region019,ABS90470.1,PRJNA747871_OG301_26355,0.7,0.75,20000.0,43214.0,,
BGC0001106.0_reference,CP108974.region019,ABS90471.1,PRJNA747871_OG301_26360,0.78,0.84,43210.0,51991.0,,
BGC0001106.0_reference,CP108974.region019,ABS90472.1,PRJNA747871_OG301_26365,0.82,0.88,52007.0,55616.0,,
BGC0001106.0_reference,CP108974.region019,ABS90473.1,OG301_26370,0.74,0.79,55693.0,61675.0,53131.0,59070.0
BGC0001106.0_reference,CP108974.region019,ABS90474.1,PRJNA747871_OG301_26375,0.78,0.84,61725.0,64845.0,,
BGC0001106.0_reference,CP108974.region019,ABS90475.1,PRJNA747871_OG301_26380,0.75,0.81,64918.0,79834.0,,
BGC0001106.0_reference,CP108974.region019,ABS90476.1,PRJNA747871_OG301_26385,0.75,0.81,79830.0,83421.0,,
BGC0001106.0_reference,CP108974.region019,ABS90477.1,PRJNA747871_OG301_26390,0.88,0.93,83466.0,84615.0,,
BGC0001106.0_reference,CP108974.region019,ABS90478.1,PRJNA747871_OG301_26395,0.73,0.82,84624.0,87153.0,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11615,PRJNA747871_OHT02_27460,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11620,PRJNA747871_OHT02_27455,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11625,PRJNA747871_OHT02_27450,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11630,PRJNA747871_OHT02_27445,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11635,PRJNA747871_OHT02_27440,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11640,PRJNA747871_OHT02_27435,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11645,PRJNA747871_OHT02_27430,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11650,PRJNA747871_OHT02_27425,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11655,PRJNA747871_OHT02_27420,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11660,PRJNA747871_OHT02_27415,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11665,PRJNA747871_OHT02_27410,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11670,PRJNA747871_OHT02_27405,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11675,PRJNA747871_OHT02_27400,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11680,PRJNA747871_OHT02_27395,0.99,0.99,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11685,PRJNA747871_OHT02_27390,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11690,PRJNA747871_OHT02_27290,0.97,0.97,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11690,PRJNA747871_OHT02_27385,0.99,0.99,,,,
CP107782.region017,CP107963.region022,OG424_11695,OHT02_27380,1.0,1.00,15647.0,15500.0,85177.0,85324.0
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11700,PRJNA747871_OHT02_27375,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11705,PRJNA747871_OHT02_27370,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11710,PRJNA747871_OHT02_27365,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11715,PRJNA747871_OHT02_27360,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11720,PRJNA747871_OHT02_27355,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11725,PRJNA747871_OHT02_27350,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11730,PRJNA747871_OHT02_27345,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11735,PRJNA747871_OHT02_27340,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11740,PRJNA747871_OHT02_27335,0.99,0.99,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11745,PRJNA747871_OHT02_27330,1.0,1.00,,,,
CP107782.region017,CP107963.region022,OG424_11750,OHT02_27325,1.0,1.00,83062.0,81640.0,17759.0,19181.0
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11755,PRJNA747871_OHT02_27320,0.99,0.99,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11760,PRJNA747871_OHT02_27315,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11765,PRJNA747871_OHT02_27310,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11770,PRJNA747871_OHT02_27305,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11775,PRJNA747871_OHT02_27300,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11780,PRJNA747871_OHT02_27295,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11785,PRJNA747871_OHT02_27290,0.99,0.99,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11785,PRJNA747871_OHT02_27385,0.96,0.97,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11790,PRJNA747871_OHT02_27285,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11795,PRJNA747871_OHT02_27280,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11800,PRJNA747871_OHT02_27275,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11805,PRJNA747871_OHT02_27270,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11810,PRJNA747871_OHT02_27265,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11815,PRJNA747871_OHT02_27260,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11820,PRJNA747871_OHT02_27255,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11825,PRJNA747871_OHT02_27250,1.0,1.00,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11830,PRJNA747871_OHT02_27245,0.99,0.99,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11835,PRJNA747871_OHT02_27240,0.99,0.99,,,,
CP107782.region017,CP107963.region022,PRJNA747871_OG424_11840,PRJNA747871_OHT02_27235,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11615,PRJNA747871_OG229_11940,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11620,PRJNA747871_OG229_11945,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11625,PRJNA747871_OG229_11950,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11630,PRJNA747871_OG229_11955,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11635,PRJNA747871_OG229_11960,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11640,PRJNA747871_OG229_11965,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11645,PRJNA747871_OG229_11970,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11650,PRJNA747871_OG229_11975,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11655,PRJNA747871_OG229_11980,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11660,PRJNA747871_OG229_11985,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11665,PRJNA747871_OG229_11990,0.99,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11670,PRJNA747871_OG229_11995,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11675,PRJNA747871_OG229_12000,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11680,PRJNA747871_OG229_12005,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11685,PRJNA747871_OG229_12010,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11690,PRJNA747871_OG229_12015,0.99,0.99,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11690,PRJNA747871_OG229_12110,0.99,0.99,,,,
CP107782.region017,CP108368.region015,OG424_11695,OG229_12020,1.0,1.00,15647.0,15500.0,15441.0,15294.0
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11700,PRJNA747871_OG229_12025,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11705,PRJNA747871_OG229_12030,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11710,PRJNA747871_OG229_12035,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11715,PRJNA747871_OG229_12040,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11720,PRJNA747871_OG229_12045,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11725,PRJNA747871_OG229_12050,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11730,PRJNA747871_OG229_12055,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11735,PRJNA747871_OG229_12060,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11740,PRJNA747871_OG229_12065,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11745,PRJNA747871_OG229_12070,1.0,1.00,,,,
CP107782.region017,CP108368.region015,OG424_11750,OG229_12075,1.0,1.00,83062.0,81640.0,82847.0,81425.0
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11755,PRJNA747871_OG229_12080,0.99,0.99,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11760,PRJNA747871_OG229_12085,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11765,PRJNA747871_OG229_12090,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11770,PRJNA747871_OG229_12095,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11775,PRJNA747871_OG229_12100,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11780,PRJNA747871_OG229_12105,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11785,PRJNA747871_OG229_12015,0.97,0.98,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11785,PRJNA747871_OG229_12110,0.96,0.97,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11790,PRJNA747871_OG229_12115,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11795,PRJNA747871_OG229_12120,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11800,PRJNA747871_OG229_12125,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11805,PRJNA747871_OG229_12130,0.99,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11810,PRJNA747871_OG229_12135,1.0,1.00,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11815,PRJNA747871_OG229_12140,0.98,0.99,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11820,PRJNA747871_OG229_12145,0.85,0.90,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11825,PRJNA747871_OG229_12150,0.86,0.94,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11830,PRJNA747871_OG229_12155,0.99,0.99,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11835,PRJNA747871_OG229_12160,0.99,0.99,,,,
CP107782.region017,CP108368.region015,PRJNA747871_OG424_11840,PRJNA747871_OG229_12165,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11615,PRJNA747871_OG301_26485,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11620,PRJNA747871_OG301_26480,0.87,0.87,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11625,PRJNA747871_OG301_26475,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11630,PRJNA747871_OG301_26470,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11635,PRJNA747871_OG301_26465,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11640,PRJNA747871_OG301_26460,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11645,PRJNA747871_OG301_26455,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11650,PRJNA747871_OG301_26450,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11655,PRJNA747871_OG301_26445,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11660,PRJNA747871_OG301_26440,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11665,PRJNA747871_OG301_26435,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11670,PRJNA747871_OG301_26430,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11675,PRJNA747871_OG301_26425,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11680,PRJNA747871_OG301_26420,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11685,PRJNA747871_OG301_26415,0.99,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11690,PRJNA747871_OG301_26315,0.96,0.97,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11690,PRJNA747871_OG301_26410,0.97,0.97,,,,
CP107782.region017,CP108974.region019,OG424_11695,OG301_26405,1.0,1.00,15647.0,15500.0,85143.0,85290.0
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11700,PRJNA747871_OG301_26400,0.98,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11705,PRJNA747871_OG301_26395,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11710,PRJNA747871_OG301_26390,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11715,PRJNA747871_OG301_26385,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11720,PRJNA747871_OG301_26380,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11725,PRJNA747871_OG301_26375,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11730,OG301_26370,0.89,0.89,,,53131.0,59070.0
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11735,PRJNA747871_OG301_26365,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11740,PRJNA747871_OG301_26360,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11745,PRJNA747871_OG301_26355,1.0,1.00,,,,
CP107782.region017,CP108974.region019,OG424_11750,OG301_26350,1.0,1.00,83062.0,81640.0,17759.0,19181.0
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11755,PRJNA747871_OG301_26345,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11760,PRJNA747871_OG301_26340,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11765,PRJNA747871_OG301_26335,0.99,0.99,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11770,PRJNA747871_OG301_26330,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11775,PRJNA747871_OG301_26325,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11780,PRJNA747871_OG301_26320,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11785,PRJNA747871_OG301_26315,0.99,0.99,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11785,PRJNA747871_OG301_26410,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11790,PRJNA747871_OG301_26310,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11795,PRJNA747871_OG301_26305,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11800,PRJNA747871_OG301_26300,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11805,PRJNA747871_OG301_26295,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11810,PRJNA747871_OG301_26290,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11815,PRJNA747871_OG301_26285,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11820,PRJNA747871_OG301_26280,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11825,PRJNA747871_OG301_26275,1.0,1.00,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11830,PRJNA747871_OG301_26270,0.99,0.99,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11835,PRJNA747871_OG301_26265,0.99,0.99,,,,
CP107782.region017,CP108974.region019,PRJNA747871_OG424_11840,PRJNA747871_OG301_26260,0.99,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27235,PRJNA747871_OG229_12165,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27240,PRJNA747871_OG229_12160,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27245,PRJNA747871_OG229_12155,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27250,PRJNA747871_OG229_12150,0.86,0.94,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27255,PRJNA747871_OG229_12145,0.85,0.90,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27260,PRJNA747871_OG229_12140,0.98,0.99,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27265,PRJNA747871_OG229_12135,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27270,PRJNA747871_OG229_12130,0.99,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27275,PRJNA747871_OG229_12125,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27280,PRJNA747871_OG229_12120,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27285,PRJNA747871_OG229_12115,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27290,PRJNA747871_OG229_12015,0.96,0.97,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27290,PRJNA747871_OG229_12110,0.97,0.98,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27295,PRJNA747871_OG229_12105,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27300,PRJNA747871_OG229_12100,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27305,PRJNA747871_OG229_12095,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27310,PRJNA747871_OG229_12090,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27315,PRJNA747871_OG229_12085,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27320,PRJNA747871_OG229_12080,1.0,1.00,,,,
CP107963.region022,CP108368.region015,OHT02_27325,OG229_12075,1.0,1.00,17759.0,19181.0,82847.0,81425.0
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27330,PRJNA747871_OG229_12070,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27335,PRJNA747871_OG229_12065,0.99,0.99,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27340,PRJNA747871_OG229_12060,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27345,PRJNA747871_OG229_12055,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27350,PRJNA747871_OG229_12050,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27355,PRJNA747871_OG229_12045,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27360,PRJNA747871_OG229_12040,0.99,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27365,PRJNA747871_OG229_12035,1.0,1.00,,,,
CP107963.region022,CP108368.region015,PRJNA747871_OHT02_27370,PRJNA747871_OG229_12030,1.0,1.00,,,,
