seq_id,seq_id2,locus_tag,locus_tag2,identity,similarity,start,end
BGC0001853.0_reference,CP109090.region020,ctg3_27,PRJNA747871_OIE49_32710,0.95,0.97,62160.0,61761.0
BGC0001853.0_reference,CP109090.region020,ctg3_28,PRJNA747871_OIE49_32715,0.93,0.96,62313.0,63777.0
BGC0001853.0_reference,CP109090.region020,ctg3_30,PRJNA747871_OIE49_32730,0.75,0.78,64229.0,64835.0
BGC0001853.0_reference,CP109090.region020,ctg3_31,PRJNA747871_OIE49_32735,0.94,0.97,64960.0,66148.0
BGC0001853.0_reference,CP109090.region020,ctg3_33,PRJNA747871_OIE49_32740,0.93,0.96,66506.0,66872.0
BGC0001853.0_reference,CP109090.region020,ctg3_34,PRJNA747871_OIE49_32745,0.95,0.97,67042.0,68527.0
BGC0001853.0_reference,CP109090.region020,ctg3_35,PRJNA747871_OIE49_32750,0.96,0.98,68562.0,69807.0
BGC0001853.0_reference,CP109435.region001,ctg3_10,PRJNA747871_OG352_00430,0.75,0.82,10927.0,11845.0
BGC0001853.0_reference,CP109435.region001,ctg3_11,PRJNA747871_OG352_00425,0.79,0.88,11828.0,13061.0
BGC0001853.0_reference,CP109435.region001,ctg3_12,PRJNA747871_OG352_00420,0.75,0.83,13065.0,13857.0
BGC0001853.0_reference,CP109435.region001,ctg3_13,PRJNA747871_OG352_00415,0.7,0.79,13853.0,16250.0
BGC0001853.0_reference,CP109435.region001,ctg3_14,PRJNA747871_OG352_00410,0.8,0.87,16352.0,17303.0
BGC0001853.0_reference,CP109435.region001,ctg3_15,PRJNA747871_OG352_00405,0.7,0.79,17364.0,19164.0
BGC0001853.0_reference,CP109435.region001,ctg3_16,PRJNA747871_OG352_00400,0.87,0.92,19184.0,20129.0
BGC0001853.0_reference,CP109435.region001,ctg3_17,PRJNA747871_OG352_00395,0.72,0.80,20164.0,21340.0
BGC0001853.0_reference,CP109435.region001,ctg3_20,PRJNA747871_OG352_00380,0.74,0.81,56237.0,57227.0
BGC0001853.0_reference,CP109435.region001,ctg3_22,PRJNA747871_OG352_00370,0.8,0.87,57470.0,58709.0
BGC0001853.0_reference,CP109435.region001,ctg3_23,PRJNA747871_OG352_00365,0.82,0.89,58721.0,58964.0
BGC0001853.0_reference,CP109435.region001,ctg3_24,PRJNA747871_OG352_00360,0.7,0.81,58960.0,60232.0
BGC0001853.0_reference,CP109435.region001,ctg3_26,PRJNA747871_OG352_00350,0.84,0.90,60991.0,61711.0
BGC0001853.0_reference,CP109435.region001,ctg3_27,PRJNA747871_OG352_00345,0.86,0.93,62160.0,61761.0
BGC0001853.0_reference,CP109435.region001,ctg3_28,PRJNA747871_OG352_00340,0.7,0.80,62313.0,63777.0
BGC0001853.0_reference,CP109435.region001,ctg3_30,PRJNA747871_OG352_00330,0.77,0.86,64229.0,64835.0
BGC0001853.0_reference,CP109435.region001,ctg3_31,PRJNA747871_OG352_00325,0.79,0.86,64960.0,66148.0
BGC0001853.0_reference,CP109435.region001,ctg3_33,PRJNA747871_OG352_00315,0.8,0.89,66506.0,66872.0
BGC0001853.0_reference,CP109435.region001,ctg3_34,PRJNA747871_OG352_00310,0.78,0.85,67042.0,68527.0
BGC0001853.0_reference,CP109435.region001,ctg3_35,PRJNA747871_OG352_00305,0.76,0.82,68562.0,69807.0
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21110,PRJNA747871_OG867_10095,0.96,0.97,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21115,PRJNA747871_OG867_10090,0.99,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21120,PRJNA747871_OG867_10085,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21125,PRJNA747871_OG867_10080,0.99,0.99,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21130,PRJNA747871_OG867_10075,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21135,PRJNA747871_OG867_10070,0.99,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21140,PRJNA747871_OG867_10065,0.99,0.99,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21145,PRJNA747871_OG867_10060,0.99,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21150,PRJNA747871_OG867_10055,0.99,0.99,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21155,PRJNA747871_OG867_10050,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21160,PRJNA747871_OG867_10045,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21165,PRJNA747871_OG867_10040,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21170,PRJNA747871_OG867_10035,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21175,PRJNA747871_OG867_10030,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21180,PRJNA747871_OG867_10025,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21185,PRJNA747871_OG867_10020,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21190,PRJNA747871_OG867_10015,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21195,PRJNA747871_OG867_10010,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21200,PRJNA747871_OG867_10005,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21205,PRJNA747871_OG867_10000,0.99,0.99,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21210,PRJNA747871_OG867_09995,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21215,PRJNA747871_OG867_09990,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21220,PRJNA747871_OG867_09985,0.99,0.99,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21225,PRJNA747871_OG867_09980,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21230,PRJNA747871_OG867_09975,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21235,PRJNA747871_OG867_09970,0.99,0.99,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21240,PRJNA747871_OG867_09965,0.99,0.99,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21245,PRJNA747871_OG867_09960,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21250,PRJNA747871_OG867_09955,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21255,PRJNA747871_OG867_09950,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21260,PRJNA747871_OG867_09945,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21265,PRJNA747871_OG867_09940,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21270,PRJNA747871_OG867_09935,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21275,PRJNA747871_OG867_09930,0.99,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21280,PRJNA747871_OG867_09925,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21285,PRJNA747871_OG867_09920,0.99,0.99,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21290,PRJNA747871_OG867_09915,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21295,PRJNA747871_OG867_09910,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21300,PRJNA747871_OG867_09905,0.99,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21305,PRJNA747871_OG867_09900,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21310,PRJNA747871_OG867_09895,0.95,0.95,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21315,PRJNA747871_OG867_09890,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21320,PRJNA747871_OG867_09885,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21325,PRJNA747871_OG867_09880,0.99,0.99,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21330,PRJNA747871_OG867_09875,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21335,PRJNA747871_OG867_09870,0.99,0.99,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21340,PRJNA747871_OG867_09865,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21345,PRJNA747871_OG867_09860,0.98,0.99,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21350,PRJNA747871_OG867_09855,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21355,PRJNA747871_OG867_09850,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21360,PRJNA747871_OG867_09845,1.0,1.00,,
CP107919.region010,CP108121.region007,PRJNA747871_OHR86_21365,PRJNA747871_OG867_09840,1.0,1.00,,
CP107919.region010,CP109090.region020,PRJNA747871_OHR86_21200,PRJNA747871_OIE49_32630,0.7,0.80,,
CP107919.region010,CP109090.region020,PRJNA747871_OHR86_21215,PRJNA747871_OIE49_32645,0.73,0.83,,
CP107919.region010,CP109090.region020,PRJNA747871_OHR86_21225,PRJNA747871_OIE49_32655,0.76,0.84,,
CP107919.region010,CP109435.region001,PRJNA747871_OHR86_21200,PRJNA747871_OG352_00425,0.7,0.81,,
CP107919.region010,CP109435.region001,PRJNA747871_OHR86_21215,PRJNA747871_OG352_00410,0.73,0.81,,
CP107919.region010,CP109435.region001,PRJNA747871_OHR86_21225,PRJNA747871_OG352_00400,0.75,0.83,,
CP108121.region007,CP109090.region020,PRJNA747871_OG867_09980,PRJNA747871_OIE49_32655,0.76,0.84,,
CP108121.region007,CP109090.region020,PRJNA747871_OG867_09990,PRJNA747871_OIE49_32645,0.73,0.83,,
CP108121.region007,CP109090.region020,PRJNA747871_OG867_10005,PRJNA747871_OIE49_32630,0.7,0.80,,
CP108121.region007,CP109435.region001,PRJNA747871_OG867_09980,PRJNA747871_OG352_00400,0.75,0.83,,
CP108121.region007,CP109435.region001,PRJNA747871_OG867_09990,PRJNA747871_OG352_00410,0.73,0.81,,
CP108121.region007,CP109435.region001,PRJNA747871_OG867_10005,PRJNA747871_OG352_00425,0.7,0.81,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32580,PRJNA747871_OG352_00320,0.7,0.75,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32625,PRJNA747871_OG352_00430,0.74,0.80,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32630,PRJNA747871_OG352_00425,0.78,0.88,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32635,PRJNA747871_OG352_00420,0.75,0.83,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32645,PRJNA747871_OG352_00410,0.8,0.86,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32650,PRJNA747871_OG352_00405,0.7,0.79,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32655,PRJNA747871_OG352_00400,0.86,0.91,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32660,PRJNA747871_OG352_00395,0.71,0.79,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32675,PRJNA747871_OG352_00380,0.75,0.83,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32685,PRJNA747871_OG352_00370,0.8,0.87,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32690,PRJNA747871_OG352_00365,0.81,0.89,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32705,PRJNA747871_OG352_00350,0.83,0.90,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32710,PRJNA747871_OG352_00345,0.83,0.92,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32730,PRJNA747871_OG352_00330,0.71,0.76,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32735,PRJNA747871_OG352_00325,0.78,0.85,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32740,PRJNA747871_OG352_00315,0.82,0.88,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32745,PRJNA747871_OG352_00310,0.78,0.85,,
CP109090.region020,CP109435.region001,PRJNA747871_OIE49_32750,PRJNA747871_OG352_00305,0.76,0.83,,
