BGC0001853.0_reference vs CP107919.region010
--------------------------------------------
Query    Target                   Identity  Similarity
PRJNA747871_OIE49_32580  PRJNA747871_OG352_00320  0.70      0.75      
PRJNA747871_OIE49_32585  PRJNA747871_OG352_00315  0.34      0.39      
PRJNA747871_OIE49_32600  PRJNA747871_OG352_00440  0.38      0.51      
PRJNA747871_OIE49_32600  PRJNA747871_OG352_00450  0.62      0.75      
PRJNA747871_OIE49_32610  PRJNA747871_OG352_00305  0.32      0.46      
PRJNA747871_OIE49_32610  PRJNA747871_OG352_00445  0.34      0.42      
PRJNA747871_OIE49_32615  PRJNA747871_OG352_00440  0.56      0.67      
PRJNA747871_OIE49_32615  PRJNA747871_OG352_00450  0.37      0.54      
PRJNA747871_OIE49_32620  PRJNA747871_OG352_00435  0.65      0.79      
PRJNA747871_OIE49_32625  PRJNA747871_OG352_00410  0.34      0.51      
PRJNA747871_OIE49_32625  PRJNA747871_OG352_00430  0.74      0.80      
PRJNA747871_OIE49_32630  PRJNA747871_OG352_00370  0.49      0.64      
PRJNA747871_OIE49_32630  PRJNA747871_OG352_00425  0.78      0.88      
PRJNA747871_OIE49_32635  PRJNA747871_OG352_00420  0.75      0.83      
PRJNA747871_OIE49_32640  PRJNA747871_OG352_00415  0.69      0.79      
PRJNA747871_OIE49_32645  PRJNA747871_OG352_00410  0.80      0.86      
PRJNA747871_OIE49_32645  PRJNA747871_OG352_00430  0.36      0.51      
PRJNA747871_OIE49_32650  PRJNA747871_OG352_00405  0.70      0.79      
PRJNA747871_OIE49_32655  PRJNA747871_OG352_00400  0.86      0.91      
PRJNA747871_OIE49_32660  PRJNA747871_OG352_00395  0.71      0.79      
PRJNA747871_OIE49_32665  PRJNA747871_OG352_00390  0.67      0.77      
PRJNA747871_OIE49_32670  PRJNA747871_OG352_00385  0.64      0.74      
PRJNA747871_OIE49_32675  PRJNA747871_OG352_00380  0.75      0.83      
PRJNA747871_OIE49_32680  PRJNA747871_OG352_00375  0.67      0.77      
PRJNA747871_OIE49_32685  PRJNA747871_OG352_00370  0.80      0.87      
