BGC0001101.0_reference vs CP109486.region003
--------------------------------------------
Query       Target                   Identity  Similarity
AAN85493.1  PRJNA747871_OG467_50045  0.43      0.59      
AAN85493.1  PRJNA747871_OG467_50100  0.98      0.99      
AAN85494.1  PRJNA747871_OG467_50090  0.47      0.61      
AAN85494.1  PRJNA747871_OG467_50095  0.99      0.99      
AAN85495.1  PRJNA747871_OG467_50090  1.00      1.00      
AAN85495.1  PRJNA747871_OG467_50095  0.47      0.60      
AAN85496.1  PRJNA747871_OG467_50085  0.98      0.99      
AAN85497.1  PRJNA747871_OG467_50080  0.98      1.00      
AAN85498.1  PRJNA747871_OG467_50075  0.98      0.98      
AAN85499.1  PRJNA747871_OG467_50055  0.96      0.98      
AAN85500.1  PRJNA747871_OG467_50050  0.99      1.00      
AAN85501.1  PRJNA747871_OG467_50045  0.98      0.99      
AAN85501.1  PRJNA747871_OG467_50100  0.43      0.59      
AAN85502.1  PRJNA747871_OG467_50040  0.87      0.91      
AAN85503.1  PRJNA747871_OG467_50035  0.97      0.98      
AAN85504.1  PRJNA747871_OG467_49650  0.30      0.41      
AAN85504.1  PRJNA747871_OG467_49760  0.31      0.48      
AAN85504.1  PRJNA747871_OG467_49840  0.32      0.41      
AAN85504.1  PRJNA747871_OG467_49915  0.32      0.44      
AAN85504.1  PRJNA747871_OG467_50030  0.98      1.00      
AAN85505.1  PRJNA747871_OG467_49705  0.33      0.47      
AAN85505.1  PRJNA747871_OG467_50025  1.00      1.00      
AAN85506.1  PRJNA747871_OG467_50020  0.97      0.98      
AAN85507.1  PRJNA747871_OG467_50015  1.00      1.00      
AAN85508.1  PRJNA747871_OG467_50010  1.00      1.00      
AAN85509.1  PRJNA747871_OG467_50005  0.99      0.99      
AAN85510.1  PRJNA747871_OG467_50000  1.00      1.00      
AAN85511.1  PRJNA747871_OG467_49995  1.00      1.00      
AAN85512.1  PRJNA747871_OG467_49990  0.99      0.99      
AAN85513.1  PRJNA747871_OG467_49985  0.97      0.98      
AAN85514.1  PRJNA747871_OG467_49525  0.33      0.49      
AAN85514.1  PRJNA747871_OG467_49855  0.44      0.60      
AAN85514.1  PRJNA747871_OG467_49980  0.99      0.99      
AAN85515.1  PRJNA747871_OG467_49975  0.99      0.99      
AAN85516.1  PRJNA747871_OG467_49970  1.00      1.00      
AAN85517.1  PRJNA747871_OG467_49965  0.97      0.98      
AAN85518.1  PRJNA747871_OG467_49945  0.34      0.47      
AAN85518.1  PRJNA747871_OG467_49960  1.00      1.00      
AAN85519.1  PRJNA747871_OG467_49585  0.41      0.57      
AAN85519.1  PRJNA747871_OG467_49955  0.98      0.99      
AAN85520.1  PRJNA747871_OG467_49950  0.99      0.99      
AAN85521.1  PRJNA747871_OG467_49945  1.00      1.00      
AAN85521.1  PRJNA747871_OG467_49960  0.34      0.47      
AAN85522.1  PRJNA747871_OG467_49940  0.98      0.98      
AAN85523.1  PRJNA747871_OG467_49935  0.98      0.98      
AAN85524.1  PRJNA747871_OG467_49930  0.98      0.99      
AAN85525.1  PRJNA747871_OG467_49925  1.00      1.00      
AAN85526.1  PRJNA747871_OG467_49580  0.45      0.61      
AAN85526.1  PRJNA747871_OG467_49920  1.00      1.00      
AAN85527.1  PRJNA747871_OG467_49630  0.32      0.45      
AAN85527.1  PRJNA747871_OG467_49650  0.33      0.46      
AAN85527.1  PRJNA747871_OG467_49760  0.37      0.49      
AAN85527.1  PRJNA747871_OG467_49840  0.31      0.44      
AAN85527.1  PRJNA747871_OG467_49915  0.99      0.99      
AAN85527.1  PRJNA747871_OG467_50030  0.32      0.44      
AAN85528.1  PRJNA747871_OG467_49910  1.00      1.00      
AAN85529.1  PRJNA747871_OG467_49905  0.99      0.99      
AAN85530.1  PRJNA747871_OG467_49900  0.99      0.99      
AAN85531.1  PRJNA747871_OG467_49895  0.98      0.99      
AAN85532.1  PRJNA747871_OG467_49890  0.99      1.00      
AAN85533.1  PRJNA747871_OG467_49885  0.99      0.99      
AAN85534.1  PRJNA747871_OG467_49880  0.99      0.99      
AAN85535.1  PRJNA747871_OG467_49875  0.99      1.00      
AAN85536.1  PRJNA747871_OG467_49870  0.98      0.98      
AAN85537.1  PRJNA747871_OG467_49865  0.99      1.00      
AAN85538.1  PRJNA747871_OG467_49860  1.00      1.00      
AAN85539.1  PRJNA747871_OG467_49855  1.00      1.00      
AAN85539.1  PRJNA747871_OG467_49980  0.44      0.59      
AAN85540.1  PRJNA747871_OG467_49850  0.99      0.99      
AAN85541.1  PRJNA747871_OG467_49845  0.88      0.89      
AAN85542.1  PRJNA747871_OG467_49650  0.30      0.43      
AAN85542.1  PRJNA747871_OG467_49840  0.91      0.91      
AAN85542.1  PRJNA747871_OG467_49915  0.31      0.45      
AAN85543.1  OG467_49835              0.83      0.83      
AAN85544.1  PRJNA747871_OG467_49830  0.97      0.97      
AAN85545.1  PRJNA747871_OG467_49815  0.32      0.46      
AAN85545.1  PRJNA747871_OG467_49825  0.98      0.99      
AAN85546.1  PRJNA747871_OG467_49820  0.98      0.98      
AAN85547.1  PRJNA747871_OG467_49815  0.99      1.00      
AAN85547.1  PRJNA747871_OG467_49825  0.33      0.46      
AAN85548.1  PRJNA747871_OG467_49810  1.00      1.00      
AAN85549.1  PRJNA747871_OG467_49805  0.99      0.99      

CP109486.region003 vs CP109590.region001
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG574_51790  PRJNA747871_OG467_49500  0.38      0.62      
PRJNA747871_OG574_51800  PRJNA747871_OG467_50150  0.98      0.98      
PRJNA747871_OG574_51805  PRJNA747871_OG467_50120  0.98      0.99      
PRJNA747871_OG574_51810  PRJNA747871_OG467_50115  0.99      0.99      
PRJNA747871_OG574_51815  PRJNA747871_OG467_50110  0.99      0.99      
PRJNA747871_OG574_51820  PRJNA747871_OG467_49765  0.48      0.66      
PRJNA747871_OG574_51820  PRJNA747871_OG467_50105  1.00      1.00      
PRJNA747871_OG574_51825  PRJNA747871_OG467_50045  0.43      0.59      
PRJNA747871_OG574_51825  PRJNA747871_OG467_50100  0.99      0.99      
PRJNA747871_OG574_51830  PRJNA747871_OG467_50090  0.47      0.61      
PRJNA747871_OG574_51830  PRJNA747871_OG467_50095  0.98      0.99      
PRJNA747871_OG574_51835  PRJNA747871_OG467_50090  1.00      1.00      
PRJNA747871_OG574_51835  PRJNA747871_OG467_50095  0.47      0.61      
PRJNA747871_OG574_51840  PRJNA747871_OG467_50085  0.98      0.99      
PRJNA747871_OG574_51845  PRJNA747871_OG467_50080  0.99      1.00      
PRJNA747871_OG574_51850  PRJNA747871_OG467_50075  0.99      0.99      
PRJNA747871_OG574_51875  PRJNA747871_OG467_50055  0.96      0.98      
PRJNA747871_OG574_51880  PRJNA747871_OG467_50050  0.99      1.00      
PRJNA747871_OG574_51885  PRJNA747871_OG467_50045  0.98      0.99      
PRJNA747871_OG574_51885  PRJNA747871_OG467_50100  0.43      0.59      
PRJNA747871_OG574_51890  PRJNA747871_OG467_50040  0.95      0.98      
PRJNA747871_OG574_51895  PRJNA747871_OG467_50035  0.98      0.99      
PRJNA747871_OG574_51900  PRJNA747871_OG467_49650  0.30      0.41      
PRJNA747871_OG574_51900  PRJNA747871_OG467_49760  0.30      0.48      
PRJNA747871_OG574_51900  PRJNA747871_OG467_49840  0.32      0.42      
PRJNA747871_OG574_51900  PRJNA747871_OG467_49915  0.33      0.44      
PRJNA747871_OG574_51900  PRJNA747871_OG467_50030  0.98      1.00      
PRJNA747871_OG574_51905  PRJNA747871_OG467_49705  0.33      0.47      
PRJNA747871_OG574_51905  PRJNA747871_OG467_50025  1.00      1.00      
PRJNA747871_OG574_51910  PRJNA747871_OG467_50020  0.97      0.98      
PRJNA747871_OG574_51915  PRJNA747871_OG467_50015  1.00      1.00      
PRJNA747871_OG574_51920  PRJNA747871_OG467_50010  1.00      1.00      
PRJNA747871_OG574_51925  PRJNA747871_OG467_50005  0.99      0.99      
PRJNA747871_OG574_51930  PRJNA747871_OG467_50000  1.00      1.00      
PRJNA747871_OG574_51935  PRJNA747871_OG467_49995  0.98      0.99      
PRJNA747871_OG574_51940  PRJNA747871_OG467_49990  0.98      0.99      
PRJNA747871_OG574_51945  PRJNA747871_OG467_49985  0.98      0.99      
PRJNA747871_OG574_51950  PRJNA747871_OG467_49525  0.33      0.49      
PRJNA747871_OG574_51950  PRJNA747871_OG467_49855  0.44      0.60      
PRJNA747871_OG574_51950  PRJNA747871_OG467_49980  0.99      0.99      
PRJNA747871_OG574_51955  PRJNA747871_OG467_49975  1.00      1.00      
PRJNA747871_OG574_51960  PRJNA747871_OG467_49970  1.00      1.00      
PRJNA747871_OG574_51965  PRJNA747871_OG467_49965  0.98      0.98      
PRJNA747871_OG574_51975  PRJNA747871_OG467_49945  0.34      0.46      
PRJNA747871_OG574_51975  PRJNA747871_OG467_49960  0.99      0.99      
PRJNA747871_OG574_51980  PRJNA747871_OG467_49585  0.41      0.57      
PRJNA747871_OG574_51980  PRJNA747871_OG467_49955  0.99      0.99      
PRJNA747871_OG574_51985  PRJNA747871_OG467_49950  0.99      0.99      
PRJNA747871_OG574_51990  PRJNA747871_OG467_49945  1.00      1.00      
PRJNA747871_OG574_51990  PRJNA747871_OG467_49960  0.34      0.46      
PRJNA747871_OG574_51995  PRJNA747871_OG467_49940  0.98      0.98      
PRJNA747871_OG574_52000  PRJNA747871_OG467_49935  0.98      0.98      
PRJNA747871_OG574_52005  PRJNA747871_OG467_49715  0.30      0.46      
PRJNA747871_OG574_52010  PRJNA747871_OG467_49930  0.99      1.00      
PRJNA747871_OG574_52015  PRJNA747871_OG467_49925  0.98      0.98      
PRJNA747871_OG574_52020  PRJNA747871_OG467_49580  0.45      0.61      
PRJNA747871_OG574_52020  PRJNA747871_OG467_49920  1.00      1.00      
PRJNA747871_OG574_52025  PRJNA747871_OG467_49630  0.32      0.45      
PRJNA747871_OG574_52025  PRJNA747871_OG467_49650  0.32      0.45      
PRJNA747871_OG574_52025  PRJNA747871_OG467_49760  0.37      0.49      
PRJNA747871_OG574_52025  PRJNA747871_OG467_49840  0.31      0.44      
PRJNA747871_OG574_52025  PRJNA747871_OG467_49915  0.99      0.99      
PRJNA747871_OG574_52025  PRJNA747871_OG467_50030  0.32      0.44      
PRJNA747871_OG574_52030  PRJNA747871_OG467_49910  1.00      1.00      
PRJNA747871_OG574_52035  PRJNA747871_OG467_49905  1.00      1.00      
PRJNA747871_OG574_52040  PRJNA747871_OG467_49900  0.99      0.99      
PRJNA747871_OG574_52045  PRJNA747871_OG467_49895  0.98      0.98      
PRJNA747871_OG574_52050  PRJNA747871_OG467_49890  0.96      0.97      
PRJNA747871_OG574_52055  PRJNA747871_OG467_49885  0.98      0.99      
PRJNA747871_OG574_52060  PRJNA747871_OG467_49880  0.99      0.99      
PRJNA747871_OG574_52065  PRJNA747871_OG467_49875  0.99      1.00      
PRJNA747871_OG574_52070  PRJNA747871_OG467_49870  0.99      0.99      
PRJNA747871_OG574_52075  PRJNA747871_OG467_49865  1.00      1.00      
PRJNA747871_OG574_52080  PRJNA747871_OG467_49860  0.99      1.00      
PRJNA747871_OG574_52085  PRJNA747871_OG467_49855  1.00      1.00      
PRJNA747871_OG574_52085  PRJNA747871_OG467_49980  0.44      0.59      
PRJNA747871_OG574_52090  PRJNA747871_OG467_49850  1.00      1.00      
PRJNA747871_OG574_52095  PRJNA747871_OG467_49845  0.97      0.98      
PRJNA747871_OG574_52100  PRJNA747871_OG467_49650  0.33      0.47      
PRJNA747871_OG574_52100  PRJNA747871_OG467_49760  0.30      0.44      
PRJNA747871_OG574_52100  PRJNA747871_OG467_49840  1.00      1.00      
PRJNA747871_OG574_52100  PRJNA747871_OG467_49915  0.31      0.44      
PRJNA747871_OG574_52100  PRJNA747871_OG467_50030  0.32      0.42      
OG574_52105              OG467_49835              1.00      1.00      
PRJNA747871_OG574_52110  PRJNA747871_OG467_49830  0.99      0.99      
PRJNA747871_OG574_52115  PRJNA747871_OG467_49815  0.32      0.46      
PRJNA747871_OG574_52115  PRJNA747871_OG467_49825  0.99      0.99      
PRJNA747871_OG574_52120  PRJNA747871_OG467_49820  0.86      0.86      
PRJNA747871_OG574_52125  PRJNA747871_OG467_49815  1.00      1.00      
PRJNA747871_OG574_52125  PRJNA747871_OG467_49825  0.33      0.46      
PRJNA747871_OG574_52130  PRJNA747871_OG467_49810  0.99      1.00      
PRJNA747871_OG574_52135  PRJNA747871_OG467_49805  0.99      0.99      
PRJNA747871_OG574_52140  PRJNA747871_OG467_49800  0.99      0.99      
PRJNA747871_OG574_52145  PRJNA747871_OG467_49795  0.99      0.99      
PRJNA747871_OG574_52150  PRJNA747871_OG467_49790  1.00      1.00      
PRJNA747871_OG574_52155  PRJNA747871_OG467_49785  0.99      0.99      
PRJNA747871_OG574_52160  PRJNA747871_OG467_49780  0.99      1.00      
PRJNA747871_OG574_52165  PRJNA747871_OG467_49715  0.30      0.46      
PRJNA747871_OG574_52170  PRJNA747871_OG467_49775  0.98      0.99      
PRJNA747871_OG574_52175  PRJNA747871_OG467_49770  0.99      1.00      
PRJNA747871_OG574_52180  PRJNA747871_OG467_49765  1.00      1.00      
PRJNA747871_OG574_52180  PRJNA747871_OG467_50105  0.48      0.66      
PRJNA747871_OG574_52185  PRJNA747871_OG467_49630  0.30      0.45      
PRJNA747871_OG574_52185  PRJNA747871_OG467_49760  0.99      0.99      
PRJNA747871_OG574_52185  PRJNA747871_OG467_49915  0.38      0.50      
PRJNA747871_OG574_52190  PRJNA747871_OG467_49755  0.99      1.00      
PRJNA747871_OG574_52195  PRJNA747871_OG467_49750  1.00      1.00      
PRJNA747871_OG574_52200  PRJNA747871_OG467_49745  0.98      0.99      
PRJNA747871_OG574_52205  PRJNA747871_OG467_49740  0.99      0.99      
PRJNA747871_OG574_52210  PRJNA747871_OG467_49735  0.99      0.99      
PRJNA747871_OG574_52215  PRJNA747871_OG467_49730  0.99      0.99      
PRJNA747871_OG574_52220  PRJNA747871_OG467_49725  0.99      1.00      
PRJNA747871_OG574_52225  PRJNA747871_OG467_49720  0.98      0.99      
PRJNA747871_OG574_52230  PRJNA747871_OG467_49710  0.99      1.00      
PRJNA747871_OG574_52235  PRJNA747871_OG467_49705  1.00      1.00      
PRJNA747871_OG574_52235  PRJNA747871_OG467_50025  0.33      0.47      
PRJNA747871_OG574_52240  PRJNA747871_OG467_49700  0.97      0.98      
PRJNA747871_OG574_52245  PRJNA747871_OG467_49695  1.00      1.00      
PRJNA747871_OG574_52250  PRJNA747871_OG467_49690  0.99      0.99      
PRJNA747871_OG574_52255  PRJNA747871_OG467_49685  0.99      0.99      
PRJNA747871_OG574_52260  PRJNA747871_OG467_49680  0.98      0.99      
PRJNA747871_OG574_52265  PRJNA747871_OG467_49675  1.00      1.00      
PRJNA747871_OG574_52270  PRJNA747871_OG467_49670  0.97      0.98      
PRJNA747871_OG574_52275  PRJNA747871_OG467_49665  0.98      0.98      
PRJNA747871_OG574_52280  PRJNA747871_OG467_49655  0.31      0.48      
PRJNA747871_OG574_52280  PRJNA747871_OG467_49660  0.99      0.99      
PRJNA747871_OG574_52285  PRJNA747871_OG467_49575  0.31      0.47      
PRJNA747871_OG574_52285  PRJNA747871_OG467_49655  1.00      1.00      
PRJNA747871_OG574_52285  PRJNA747871_OG467_49660  0.32      0.48      
PRJNA747871_OG574_52290  PRJNA747871_OG467_49630  0.30      0.48      
PRJNA747871_OG574_52290  PRJNA747871_OG467_49650  0.99      0.99      
PRJNA747871_OG574_52290  PRJNA747871_OG467_49840  0.33      0.47      
PRJNA747871_OG574_52290  PRJNA747871_OG467_49915  0.32      0.44      
PRJNA747871_OG574_52295  PRJNA747871_OG467_49550  0.48      0.61      
PRJNA747871_OG574_52295  PRJNA747871_OG467_49620  0.32      0.45      
PRJNA747871_OG574_52295  PRJNA747871_OG467_49645  1.00      1.00      
PRJNA747871_OG574_52300  PRJNA747871_OG467_49640  1.00      1.00      
PRJNA747871_OG574_52305  PRJNA747871_OG467_49635  0.99      0.99      
PRJNA747871_OG574_52310  PRJNA747871_OG467_49630  1.00      1.00      
PRJNA747871_OG574_52310  PRJNA747871_OG467_49650  0.31      0.48      
PRJNA747871_OG574_52310  PRJNA747871_OG467_49915  0.32      0.45      
PRJNA747871_OG574_52315  PRJNA747871_OG467_49625  0.98      0.99      
PRJNA747871_OG574_52320  PRJNA747871_OG467_49550  0.31      0.45      
PRJNA747871_OG574_52320  PRJNA747871_OG467_49620  1.00      1.00      
PRJNA747871_OG574_52320  PRJNA747871_OG467_49645  0.32      0.45      
PRJNA747871_OG574_52325  PRJNA747871_OG467_49615  0.99      1.00      
PRJNA747871_OG574_52330  PRJNA747871_OG467_49610  0.99      1.00      
PRJNA747871_OG574_52335  PRJNA747871_OG467_49605  0.99      0.99      
PRJNA747871_OG574_52340  PRJNA747871_OG467_49600  0.96      0.97      
PRJNA747871_OG574_52345  PRJNA747871_OG467_49565  0.31      0.44      
PRJNA747871_OG574_52345  PRJNA747871_OG467_49595  0.97      0.98      
PRJNA747871_OG574_52350  PRJNA747871_OG467_49590  1.00      1.00      
PRJNA747871_OG574_52355  PRJNA747871_OG467_49585  0.99      1.00      
PRJNA747871_OG574_52355  PRJNA747871_OG467_49955  0.40      0.57      
PRJNA747871_OG574_52360  PRJNA747871_OG467_49580  0.99      0.99      
PRJNA747871_OG574_52360  PRJNA747871_OG467_49920  0.45      0.61      
PRJNA747871_OG574_52365  PRJNA747871_OG467_49575  0.98      0.99      
PRJNA747871_OG574_52365  PRJNA747871_OG467_49655  0.32      0.47      
PRJNA747871_OG574_52370  PRJNA747871_OG467_49570  0.99      0.99      
PRJNA747871_OG574_52375  PRJNA747871_OG467_49565  0.98      0.98      
PRJNA747871_OG574_52375  PRJNA747871_OG467_49595  0.31      0.43      
PRJNA747871_OG574_52380  PRJNA747871_OG467_49560  0.97      0.98      
PRJNA747871_OG574_52385  PRJNA747871_OG467_49555  0.99      0.99      
PRJNA747871_OG574_52390  PRJNA747871_OG467_49550  1.00      1.00      
PRJNA747871_OG574_52390  PRJNA747871_OG467_49620  0.31      0.45      
PRJNA747871_OG574_52390  PRJNA747871_OG467_49645  0.49      0.62      
PRJNA747871_OG574_52395  PRJNA747871_OG467_49545  0.99      0.99      
PRJNA747871_OG574_52400  PRJNA747871_OG467_49540  1.00      1.00      
PRJNA747871_OG574_52405  PRJNA747871_OG467_49535  0.99      0.99      
PRJNA747871_OG574_52410  PRJNA747871_OG467_49530  0.99      0.99      
PRJNA747871_OG574_52415  PRJNA747871_OG467_49525  0.99      1.00      
PRJNA747871_OG574_52415  PRJNA747871_OG467_49980  0.34      0.49      
PRJNA747871_OG574_52420  PRJNA747871_OG467_49520  1.00      1.00      
PRJNA747871_OG574_52425  PRJNA747871_OG467_49515  0.98      0.99      
PRJNA747871_OG574_52430  PRJNA747871_OG467_49510  0.99      0.99      
PRJNA747871_OG574_52435  PRJNA747871_OG467_49505  1.00      1.00      
PRJNA747871_OG574_52470  PRJNA747871_OG467_49500  1.00      1.00      
PRJNA747871_OG574_52475  PRJNA747871_OG467_49495  0.97      0.98      
PRJNA747871_OG574_52480  PRJNA747871_OG467_49490  0.99      0.99      
PRJNA747871_OG574_52485  PRJNA747871_OG467_49485  0.98      0.98      
PRJNA747871_OG574_52490  PRJNA747871_OG467_49480  0.99      0.99      
PRJNA747871_OG574_52495  PRJNA747871_OG467_49475  0.96      0.96      
PRJNA747871_OG574_52500  PRJNA747871_OG467_49470  1.00      1.00      
PRJNA747871_OG574_52505  PRJNA747871_OG467_49465  0.83      0.86      
PRJNA747871_OG574_52510  PRJNA747871_OG467_49460  0.99      0.99      
