CP108849.region024 vs CP109126.region002
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG211_33890  PRJNA747871_OHA80_04435  1.00      1.00      
PRJNA747871_OG211_33895  PRJNA747871_OHA80_04430  0.90      0.90      
PRJNA747871_OG211_33900  PRJNA747871_OHA80_04425  1.00      1.00      
PRJNA747871_OG211_33905  PRJNA747871_OHA80_04420  1.00      1.00      
PRJNA747871_OG211_33910  PRJNA747871_OHA80_04415  1.00      1.00      
PRJNA747871_OG211_33915  PRJNA747871_OHA80_04410  1.00      1.00      
PRJNA747871_OG211_33920  PRJNA747871_OHA80_04405  1.00      1.00      
PRJNA747871_OG211_33925  PRJNA747871_OHA80_04400  0.99      0.99      
PRJNA747871_OG211_33930  PRJNA747871_OHA80_04395  1.00      1.00      
PRJNA747871_OG211_33935  PRJNA747871_OHA80_04390  0.99      0.99      
PRJNA747871_OG211_33940  PRJNA747871_OHA80_04385  0.99      0.99      
PRJNA747871_OG211_33945  PRJNA747871_OHA80_04380  1.00      1.00      
PRJNA747871_OG211_33950  PRJNA747871_OHA80_04375  1.00      1.00      
PRJNA747871_OG211_33955  PRJNA747871_OHA80_04370  1.00      1.00      
PRJNA747871_OG211_33960  PRJNA747871_OHA80_04365  1.00      1.00      
PRJNA747871_OG211_33965  PRJNA747871_OHA80_04360  1.00      1.00      
PRJNA747871_OG211_33970  PRJNA747871_OHA80_04355  0.99      1.00      
OG211_33980              OHA80_04340              0.46      0.49      
PRJNA747871_OG211_33985  PRJNA747871_OHA80_04335  0.98      0.98      
PRJNA747871_OG211_33990  PRJNA747871_OHA80_04330  1.00      1.00      
PRJNA747871_OG211_33995  PRJNA747871_OHA80_04325  0.97      0.97      
PRJNA747871_OG211_34000  PRJNA747871_OHA80_04320  1.00      1.00      
OG211_34005              PRJNA747871_OHA80_04315  0.57      0.57      
PRJNA747871_OG211_34010  PRJNA747871_OHA80_04310  1.00      1.00      
PRJNA747871_OG211_34015  PRJNA747871_OHA80_04305  0.98      0.99      
PRJNA747871_OG211_34020  PRJNA747871_OHA80_04300  0.72      0.75      
PRJNA747871_OG211_34030  PRJNA747871_OHA80_04295  0.98      0.99      
PRJNA747871_OG211_34035  PRJNA747871_OHA80_04290  1.00      1.00      
PRJNA747871_OG211_34040  PRJNA747871_OHA80_04285  0.98      0.98      
PRJNA747871_OG211_34045  PRJNA747871_OHA80_04280  0.99      0.99      
PRJNA747871_OG211_34050  PRJNA747871_OHA80_04275  0.98      0.99      
PRJNA747871_OG211_34055  PRJNA747871_OHA80_04270  0.95      0.95      

CP108849.region024 vs CP109393.region010
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG211_33845  PRJNA747871_OG443_04425  1.00      1.00      
PRJNA747871_OG211_33850  PRJNA747871_OG443_04420  0.99      0.99      
PRJNA747871_OG211_33855  PRJNA747871_OG443_04415  1.00      1.00      
PRJNA747871_OG211_33865  PRJNA747871_OG443_04400  0.99      0.99      
PRJNA747871_OG211_33870  PRJNA747871_OG443_04395  0.87      0.87      
PRJNA747871_OG211_33875  PRJNA747871_OG443_04390  0.93      0.95      
PRJNA747871_OG211_33880  PRJNA747871_OG443_04385  1.00      1.00      
PRJNA747871_OG211_33885  PRJNA747871_OG443_04380  1.00      1.00      
PRJNA747871_OG211_33890  PRJNA747871_OG443_04375  1.00      1.00      
PRJNA747871_OG211_33895  PRJNA747871_OG443_04370  0.94      0.94      
PRJNA747871_OG211_33900  PRJNA747871_OG443_04365  1.00      1.00      
PRJNA747871_OG211_33905  PRJNA747871_OG443_04360  1.00      1.00      
PRJNA747871_OG211_33910  PRJNA747871_OG443_04355  0.99      0.99      
PRJNA747871_OG211_33915  PRJNA747871_OG443_04350  1.00      1.00      
PRJNA747871_OG211_33920  PRJNA747871_OG443_04345  1.00      1.00      
PRJNA747871_OG211_33925  PRJNA747871_OG443_04340  0.99      0.99      
PRJNA747871_OG211_33930  PRJNA747871_OG443_04335  1.00      1.00      
PRJNA747871_OG211_33935  PRJNA747871_OG443_04330  0.99      1.00      
PRJNA747871_OG211_33940  PRJNA747871_OG443_04325  0.99      0.99      
PRJNA747871_OG211_33945  PRJNA747871_OG443_04320  1.00      1.00      
PRJNA747871_OG211_33950  PRJNA747871_OG443_04315  0.99      0.99      
PRJNA747871_OG211_33955  PRJNA747871_OG443_04310  1.00      1.00      
PRJNA747871_OG211_33960  PRJNA747871_OG443_04305  1.00      1.00      
PRJNA747871_OG211_33965  PRJNA747871_OG443_04300  1.00      1.00      
PRJNA747871_OG211_33970  PRJNA747871_OG443_04295  0.99      1.00      
PRJNA747871_OG211_34010  PRJNA747871_OG443_04280  1.00      1.00      
PRJNA747871_OG211_34015  PRJNA747871_OG443_04275  0.99      1.00      
PRJNA747871_OG211_34020  PRJNA747871_OG443_04270  0.72      0.75      
PRJNA747871_OG211_34030  PRJNA747871_OG443_04265  0.99      0.99      
PRJNA747871_OG211_34035  PRJNA747871_OG443_04260  1.00      1.00      
PRJNA747871_OG211_34040  PRJNA747871_OG443_04255  0.98      0.98      
PRJNA747871_OG211_34045  PRJNA747871_OG443_04250  0.99      1.00      
PRJNA747871_OG211_34050  PRJNA747871_OG443_04245  0.98      0.99      
PRJNA747871_OG211_34055  PRJNA747871_OG443_04240  0.72      0.73      

CP108849.region024 vs CP109421.region009
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG211_33840  PRJNA747871_OG501_04705  1.00      1.00      
PRJNA747871_OG211_33845  PRJNA747871_OG501_04700  1.00      1.00      
PRJNA747871_OG211_33850  PRJNA747871_OG501_04695  0.99      0.99      
PRJNA747871_OG211_33855  PRJNA747871_OG501_04690  0.99      0.99      
PRJNA747871_OG211_33865  PRJNA747871_OG501_04680  0.99      0.99      
PRJNA747871_OG211_33870  PRJNA747871_OG501_04675  0.84      0.85      
PRJNA747871_OG211_33875  PRJNA747871_OG501_04670  0.95      0.95      
PRJNA747871_OG211_33880  PRJNA747871_OG501_04665  1.00      1.00      
PRJNA747871_OG211_33885  PRJNA747871_OG501_04660  1.00      1.00      
PRJNA747871_OG211_33890  PRJNA747871_OG501_04655  1.00      1.00      
PRJNA747871_OG211_33895  PRJNA747871_OG501_04650  1.00      1.00      
PRJNA747871_OG211_33900  PRJNA747871_OG501_04645  1.00      1.00      
PRJNA747871_OG211_33905  PRJNA747871_OG501_04640  1.00      1.00      
PRJNA747871_OG211_33910  PRJNA747871_OG501_04635  0.99      0.99      
PRJNA747871_OG211_33915  PRJNA747871_OG501_04630  1.00      1.00      
PRJNA747871_OG211_33920  PRJNA747871_OG501_04625  1.00      1.00      
PRJNA747871_OG211_33925  PRJNA747871_OG501_04620  0.99      0.99      
PRJNA747871_OG211_33930  PRJNA747871_OG501_04615  1.00      1.00      
PRJNA747871_OG211_33935  PRJNA747871_OG501_04610  0.99      0.99      
PRJNA747871_OG211_33940  PRJNA747871_OG501_04605  0.99      0.99      
PRJNA747871_OG211_33945  PRJNA747871_OG501_04600  1.00      1.00      
PRJNA747871_OG211_33950  PRJNA747871_OG501_04595  0.99      0.99      
PRJNA747871_OG211_33955  PRJNA747871_OG501_04590  1.00      1.00      
PRJNA747871_OG211_33960  PRJNA747871_OG501_04585  0.94      0.94      
PRJNA747871_OG211_33965  PRJNA747871_OG501_04580  1.00      1.00      
PRJNA747871_OG211_33970  PRJNA747871_OG501_04575  1.00      1.00      
OG211_33975              OG501_04570              0.64      0.64      
OG211_33980              OG501_04560              0.47      0.49      
PRJNA747871_OG211_33985  PRJNA747871_OG501_04555  0.99      0.99      
PRJNA747871_OG211_33990  PRJNA747871_OG501_04550  1.00      1.00      
PRJNA747871_OG211_33995  PRJNA747871_OG501_04545  0.96      0.96      
PRJNA747871_OG211_34000  PRJNA747871_OG501_04540  1.00      1.00      
OG211_34005              PRJNA747871_OG501_04535  0.57      0.57      
PRJNA747871_OG211_34010  PRJNA747871_OG501_04530  1.00      1.00      
PRJNA747871_OG211_34015  PRJNA747871_OG501_04525  0.99      1.00      
PRJNA747871_OG211_34020  PRJNA747871_OG501_04520  0.97      0.97      
PRJNA747871_OG211_34030  PRJNA747871_OG501_04515  0.98      0.99      
PRJNA747871_OG211_34035  PRJNA747871_OG501_04510  1.00      1.00      
PRJNA747871_OG211_34040  PRJNA747871_OG501_04505  0.98      0.98      
PRJNA747871_OG211_34045  PRJNA747871_OG501_04500  0.98      0.99      
PRJNA747871_OG211_34050  PRJNA747871_OG501_04495  0.98      0.99      
PRJNA747871_OG211_34055  PRJNA747871_OG501_04490  0.95      0.95      

CP108849.region024 vs CP109483.region024
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG211_33840  PRJNA747871_OG275_33380  1.00      1.00      
PRJNA747871_OG211_33845  PRJNA747871_OG275_33385  1.00      1.00      
PRJNA747871_OG211_33850  PRJNA747871_OG275_33390  0.99      0.99      
PRJNA747871_OG211_33855  PRJNA747871_OG275_33395  1.00      1.00      
PRJNA747871_OG211_33865  PRJNA747871_OG275_33410  1.00      1.00      
PRJNA747871_OG211_33870  PRJNA747871_OG275_33415  1.00      1.00      
PRJNA747871_OG211_33875  PRJNA747871_OG275_33420  1.00      1.00      
PRJNA747871_OG211_33880  PRJNA747871_OG275_33425  1.00      1.00      
PRJNA747871_OG211_33885  PRJNA747871_OG275_33430  1.00      1.00      
PRJNA747871_OG211_33890  PRJNA747871_OG275_33435  1.00      1.00      
PRJNA747871_OG211_33895  PRJNA747871_OG275_33440  0.94      0.94      
PRJNA747871_OG211_33900  PRJNA747871_OG275_33445  1.00      1.00      
PRJNA747871_OG211_33905  PRJNA747871_OG275_33450  1.00      1.00      
PRJNA747871_OG211_33910  PRJNA747871_OG275_33455  0.99      0.99      
PRJNA747871_OG211_33915  PRJNA747871_OG275_33460  1.00      1.00      
PRJNA747871_OG211_33920  PRJNA747871_OG275_33465  1.00      1.00      
PRJNA747871_OG211_33925  PRJNA747871_OG275_33470  0.99      0.99      
PRJNA747871_OG211_33930  PRJNA747871_OG275_33475  1.00      1.00      
PRJNA747871_OG211_33935  PRJNA747871_OG275_33480  0.99      1.00      
PRJNA747871_OG211_33940  PRJNA747871_OG275_33485  0.99      0.99      
PRJNA747871_OG211_33945  PRJNA747871_OG275_33490  1.00      1.00      
PRJNA747871_OG211_33950  PRJNA747871_OG275_33495  1.00      1.00      
PRJNA747871_OG211_33955  PRJNA747871_OG275_33500  1.00      1.00      
PRJNA747871_OG211_33960  PRJNA747871_OG275_33505  1.00      1.00      
PRJNA747871_OG211_33965  PRJNA747871_OG275_33510  1.00      1.00      
PRJNA747871_OG211_33970  PRJNA747871_OG275_33515  0.99      1.00      
OG211_33980              OG275_33530              1.00      1.00      
PRJNA747871_OG211_33985  PRJNA747871_OG275_33535  0.99      0.99      
PRJNA747871_OG211_33990  PRJNA747871_OG275_33540  1.00      1.00      
PRJNA747871_OG211_33995  PRJNA747871_OG275_33545  0.99      0.99      
PRJNA747871_OG211_34000  PRJNA747871_OG275_33550  1.00      1.00      
OG211_34005              PRJNA747871_OG275_33555  0.58      0.59      
PRJNA747871_OG211_34010  PRJNA747871_OG275_33560  1.00      1.00      
PRJNA747871_OG211_34015  PRJNA747871_OG275_33565  0.99      1.00      
PRJNA747871_OG211_34020  PRJNA747871_OG275_33570  0.82      0.82      
PRJNA747871_OG211_34030  PRJNA747871_OG275_33575  0.99      0.99      
PRJNA747871_OG211_34035  PRJNA747871_OG275_33580  1.00      1.00      
PRJNA747871_OG211_34040  PRJNA747871_OG275_33585  0.98      0.98      
PRJNA747871_OG211_34045  PRJNA747871_OG275_33590  0.98      0.99      
PRJNA747871_OG211_34050  PRJNA747871_OG275_33595  0.98      0.99      
PRJNA747871_OG211_34055  PRJNA747871_OG275_33600  0.95      0.95      

CP108849.region024 vs CP109495.region010
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG211_33845  PRJNA747871_OG442_04660  1.00      1.00      
PRJNA747871_OG211_33850  PRJNA747871_OG442_04655  0.99      0.99      
PRJNA747871_OG211_33855  PRJNA747871_OG442_04650  1.00      1.00      
PRJNA747871_OG211_33865  PRJNA747871_OG442_04635  0.99      1.00      
PRJNA747871_OG211_33870  PRJNA747871_OG442_04630  0.87      0.87      
PRJNA747871_OG211_33875  PRJNA747871_OG442_04625  0.67      0.67      
PRJNA747871_OG211_33880  PRJNA747871_OG442_04620  1.00      1.00      
PRJNA747871_OG211_33885  PRJNA747871_OG442_04615  1.00      1.00      
PRJNA747871_OG211_33890  PRJNA747871_OG442_04610  1.00      1.00      
PRJNA747871_OG211_33895  PRJNA747871_OG442_04605  0.94      0.94      
PRJNA747871_OG211_33900  PRJNA747871_OG442_04600  1.00      1.00      
PRJNA747871_OG211_33905  PRJNA747871_OG442_04595  1.00      1.00      
PRJNA747871_OG211_33910  PRJNA747871_OG442_04590  0.99      0.99      
PRJNA747871_OG211_33915  PRJNA747871_OG442_04585  1.00      1.00      
PRJNA747871_OG211_33920  PRJNA747871_OG442_04580  1.00      1.00      
PRJNA747871_OG211_33925  PRJNA747871_OG442_04575  0.99      0.99      
PRJNA747871_OG211_33930  PRJNA747871_OG442_04570  1.00      1.00      
PRJNA747871_OG211_33935  PRJNA747871_OG442_04565  0.99      0.99      
PRJNA747871_OG211_33940  PRJNA747871_OG442_04560  0.99      0.99      
PRJNA747871_OG211_33945  PRJNA747871_OG442_04555  1.00      1.00      
PRJNA747871_OG211_33950  PRJNA747871_OG442_04550  0.99      0.99      
PRJNA747871_OG211_33955  PRJNA747871_OG442_04545  1.00      1.00      
PRJNA747871_OG211_33960  PRJNA747871_OG442_04540  1.00      1.00      
PRJNA747871_OG211_33965  PRJNA747871_OG442_04535  1.00      1.00      
PRJNA747871_OG211_33970  PRJNA747871_OG442_04530  1.00      1.00      
OG211_33975              OG442_04525              0.46      0.54      
PRJNA747871_OG211_33985  PRJNA747871_OG442_04510  0.99      0.99      
PRJNA747871_OG211_33990  PRJNA747871_OG442_04505  0.99      0.99      
PRJNA747871_OG211_33995  PRJNA747871_OG442_04500  0.96      0.97      
PRJNA747871_OG211_34000  PRJNA747871_OG442_04495  1.00      1.00      
OG211_34005              PRJNA747871_OG442_04485  0.49      0.49      
PRJNA747871_OG211_34010  PRJNA747871_OG442_04480  1.00      1.00      
PRJNA747871_OG211_34015  PRJNA747871_OG442_04475  0.99      1.00      
PRJNA747871_OG211_34020  PRJNA747871_OG442_04470  0.72      0.77      
PRJNA747871_OG211_34030  PRJNA747871_OG442_04465  1.00      1.00      
PRJNA747871_OG211_34035  PRJNA747871_OG442_04460  1.00      1.00      
PRJNA747871_OG211_34040  PRJNA747871_OG442_04455  0.98      0.98      
PRJNA747871_OG211_34045  PRJNA747871_OG442_04450  0.98      0.99      
PRJNA747871_OG211_34050  PRJNA747871_OG442_04445  0.98      0.99      
PRJNA747871_OG211_34055  PRJNA747871_OG442_04440  0.97      0.97      

CP108849.region024 vs CP109522.region026
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG211_33880  PRJNA747871_OIF37_33915  0.80      0.88      
PRJNA747871_OG211_33885  PRJNA747871_OIF37_33920  0.81      0.88      
PRJNA747871_OG211_33890  PRJNA747871_OIF37_33925  0.70      0.88      
PRJNA747871_OG211_33895  PRJNA747871_OIF37_33930  0.85      0.93      
PRJNA747871_OG211_33900  PRJNA747871_OIF37_33935  0.46      0.62      
PRJNA747871_OG211_33905  PRJNA747871_OIF37_33940  0.78      0.89      
PRJNA747871_OG211_33905  PRJNA747871_OIF37_33945  0.31      0.50      
PRJNA747871_OG211_33910  PRJNA747871_OIF37_33945  0.75      0.85      
PRJNA747871_OG211_33915  PRJNA747871_OIF37_33950  0.73      0.83      
PRJNA747871_OG211_33920  PRJNA747871_OIF37_33955  0.69      0.79      
PRJNA747871_OG211_33925  PRJNA747871_OIF37_33960  0.56      0.68      
PRJNA747871_OG211_33930  PRJNA747871_OIF37_33965  0.58      0.69      
PRJNA747871_OG211_33935  PRJNA747871_OIF37_33970  0.57      0.67      
PRJNA747871_OG211_33940  PRJNA747871_OIF37_33975  0.74      0.84      
PRJNA747871_OG211_33945  PRJNA747871_OIF37_33980  0.70      0.80      
PRJNA747871_OG211_33950  PRJNA747871_OIF37_33985  0.56      0.69      
PRJNA747871_OG211_33955  PRJNA747871_OIF37_33990  0.75      0.84      
PRJNA747871_OG211_33960  PRJNA747871_OIF37_33995  0.75      0.83      

CP109126.region002 vs CP109317.region027
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OHA57_39070  PRJNA747871_OH791_34215  0.96      0.96      
PRJNA747871_OHA57_39075  PRJNA747871_OH791_34210  0.94      0.95      
PRJNA747871_OHA57_39080  PRJNA747871_OH791_34205  0.97      0.98      
PRJNA747871_OHA57_39085  PRJNA747871_OH791_34200  0.92      0.96      
PRJNA747871_OHA57_39090  PRJNA747871_OH791_34195  0.95      0.97      
PRJNA747871_OHA57_39095  PRJNA747871_OH791_34190  0.96      0.98      
PRJNA747871_OHA57_39100  PRJNA747871_OH791_34185  0.93      0.95      
PRJNA747871_OHA57_39105  PRJNA747871_OH791_34180  0.94      0.96      
PRJNA747871_OHA57_39110  PRJNA747871_OH791_34175  0.94      0.96      
PRJNA747871_OHA57_39115  PRJNA747871_OH791_34170  0.95      0.98      
PRJNA747871_OHA57_39120  PRJNA747871_OH791_34165  0.96      0.97      
PRJNA747871_OHA57_39125  PRJNA747871_OH791_34160  0.97      0.98      
PRJNA747871_OHA57_39130  PRJNA747871_OH791_34155  0.98      0.98      
PRJNA747871_OHA57_39135  PRJNA747871_OH791_34150  0.95      0.97      
PRJNA747871_OHA57_39140  PRJNA747871_OH791_34145  0.98      0.99      
PRJNA747871_OHA57_39145  PRJNA747871_OH791_34140  0.96      0.98      
PRJNA747871_OHA57_39150  PRJNA747871_OH791_34135  0.97      0.98      
PRJNA747871_OHA57_39155  PRJNA747871_OH791_34130  0.91      0.93      
PRJNA747871_OHA57_39160  PRJNA747871_OH791_34125  0.96      0.97      

CP109126.region002 vs CP109368.region026
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OHA57_39070  PRJNA747871_OH828_33975  0.96      0.96      
PRJNA747871_OHA57_39075  PRJNA747871_OH828_33970  0.93      0.95      
PRJNA747871_OHA57_39080  PRJNA747871_OH828_33965  0.97      0.98      
PRJNA747871_OHA57_39085  PRJNA747871_OH828_33960  0.92      0.96      
PRJNA747871_OHA57_39090  PRJNA747871_OH828_33955  0.95      0.97      
PRJNA747871_OHA57_39095  PRJNA747871_OH828_33950  0.96      0.98      
PRJNA747871_OHA57_39100  PRJNA747871_OH828_33945  0.93      0.96      
PRJNA747871_OHA57_39105  PRJNA747871_OH828_33940  0.94      0.96      
PRJNA747871_OHA57_39110  PRJNA747871_OH828_33935  0.94      0.96      
PRJNA747871_OHA57_39115  PRJNA747871_OH828_33930  0.95      0.98      
PRJNA747871_OHA57_39120  PRJNA747871_OH828_33925  0.96      0.97      
PRJNA747871_OHA57_39125  PRJNA747871_OH828_33920  0.97      0.98      
PRJNA747871_OHA57_39130  PRJNA747871_OH828_33915  0.98      0.98      
PRJNA747871_OHA57_39135  PRJNA747871_OH828_33910  0.95      0.97      
PRJNA747871_OHA57_39140  PRJNA747871_OH828_33905  0.98      0.99      
PRJNA747871_OHA57_39145  PRJNA747871_OH828_33900  0.96      0.98      
PRJNA747871_OHA57_39150  PRJNA747871_OH828_33895  0.97      0.98      
PRJNA747871_OHA57_39155  PRJNA747871_OH828_33890  0.91      0.93      
PRJNA747871_OHA57_39160  PRJNA747871_OH828_33885  0.95      0.97      
PRJNA747871_OHA57_39165  PRJNA747871_OH828_33880  0.68      0.70      

CP109126.region002 vs CP109389.region010
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OHA57_39075  PRJNA747871_OHA80_04365  0.76      0.84      
PRJNA747871_OHA57_39080  PRJNA747871_OHA80_04370  0.74      0.83      
PRJNA747871_OHA57_39085  PRJNA747871_OHA80_04375  0.56      0.68      
PRJNA747871_OHA57_39090  PRJNA747871_OHA80_04380  0.69      0.79      
PRJNA747871_OHA57_39095  PRJNA747871_OHA80_04385  0.74      0.83      
PRJNA747871_OHA57_39100  PRJNA747871_OHA80_04390  0.57      0.67      
PRJNA747871_OHA57_39105  PRJNA747871_OHA80_04395  0.58      0.69      
PRJNA747871_OHA57_39110  PRJNA747871_OHA80_04400  0.56      0.68      
PRJNA747871_OHA57_39115  PRJNA747871_OHA80_04405  0.68      0.79      
PRJNA747871_OHA57_39120  PRJNA747871_OHA80_04410  0.73      0.83      
PRJNA747871_OHA57_39125  PRJNA747871_OHA80_04415  0.74      0.84      
PRJNA747871_OHA57_39125  PRJNA747871_OHA80_04420  0.31      0.50      
PRJNA747871_OHA57_39130  PRJNA747871_OHA80_04420  0.79      0.89      
PRJNA747871_OHA57_39135  PRJNA747871_OHA80_04425  0.46      0.62      
PRJNA747871_OHA57_39140  PRJNA747871_OHA80_04430  0.77      0.84      
PRJNA747871_OHA57_39145  PRJNA747871_OHA80_04435  0.69      0.87      
PRJNA747871_OHA57_39150  PRJNA747871_OHA80_04440  0.81      0.88      
PRJNA747871_OHA57_39155  PRJNA747871_OHA80_04445  0.79      0.87      

CP109126.region002 vs CP109393.region010
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OHA57_39075  PRJNA747871_OG443_04305  0.76      0.84      
PRJNA747871_OHA57_39080  PRJNA747871_OG443_04310  0.74      0.83      
PRJNA747871_OHA57_39085  PRJNA747871_OG443_04315  0.56      0.68      
PRJNA747871_OHA57_39090  PRJNA747871_OG443_04320  0.69      0.79      
PRJNA747871_OHA57_39095  PRJNA747871_OG443_04325  0.74      0.83      
PRJNA747871_OHA57_39100  PRJNA747871_OG443_04330  0.57      0.67      
PRJNA747871_OHA57_39105  PRJNA747871_OG443_04335  0.58      0.69      
PRJNA747871_OHA57_39110  PRJNA747871_OG443_04340  0.56      0.68      
PRJNA747871_OHA57_39115  PRJNA747871_OG443_04345  0.68      0.79      
PRJNA747871_OHA57_39120  PRJNA747871_OG443_04350  0.74      0.83      
PRJNA747871_OHA57_39125  PRJNA747871_OG443_04355  0.74      0.85      
PRJNA747871_OHA57_39125  PRJNA747871_OG443_04360  0.31      0.50      
PRJNA747871_OHA57_39130  PRJNA747871_OG443_04360  0.79      0.89      
PRJNA747871_OHA57_39135  PRJNA747871_OG443_04365  0.46      0.62      
PRJNA747871_OHA57_39140  PRJNA747871_OG443_04370  0.81      0.88      
