seq_id,seq_id2,locus_tag,locus_tag2,identity,similarity,start,end
CP108038.region030,CP108039.region010,PRJNA747871_OHT53_40780,PRJNA747871_OHT51_04715,0.95,0.96,,
CP108038.region030,CP108039.region010,PRJNA747871_OHT53_40785,PRJNA747871_OHT51_04710,0.9,0.94,,
CP108038.region030,CP108039.region010,PRJNA747871_OHT53_40790,PRJNA747871_OHT51_04705,0.91,0.95,,
CP108038.region030,CP108039.region010,PRJNA747871_OHT53_40795,PRJNA747871_OHT51_04700,0.97,0.98,,
CP108038.region030,CP108039.region010,PRJNA747871_OHT53_40800,PRJNA747871_OHT51_04695,0.92,0.94,,
CP108038.region030,CP108039.region010,PRJNA747871_OHT53_40805,PRJNA747871_OHT51_04690,0.9,0.93,,
CP108038.region030,CP108039.region010,PRJNA747871_OHT53_40810,PRJNA747871_OHT51_04685,0.9,0.93,,
CP108038.region030,NBC_00465_1.region004,PRJNA747871_OHT53_40760,PRJNA747871_OHB45_29870,0.82,0.86,,
CP108038.region030,NBC_00465_1.region004,PRJNA747871_OHT53_40765,PRJNA747871_OHB45_29875,0.88,0.92,,
CP108038.region030,NBC_00465_1.region004,PRJNA747871_OHT53_40770,PRJNA747871_OHB45_29880,0.92,0.94,,
CP108038.region030,NBC_00465_1.region004,PRJNA747871_OHT53_40775,PRJNA747871_OHB45_29885,0.9,0.94,,
CP108038.region030,NBC_00465_1.region004,PRJNA747871_OHT53_40780,PRJNA747871_OHB45_29890,0.94,0.96,,
CP108038.region030,NBC_00465_1.region004,PRJNA747871_OHT53_40785,PRJNA747871_OHB45_29895,0.89,0.93,,
CP108038.region030,NBC_00465_1.region004,PRJNA747871_OHT53_40790,PRJNA747871_OHB45_29900,0.9,0.94,,
CP108038.region030,NBC_00465_1.region004,PRJNA747871_OHT53_40795,PRJNA747871_OHB45_29905,0.96,0.98,,
CP108038.region030,NBC_00465_1.region004,PRJNA747871_OHT53_40800,PRJNA747871_OHB45_29910,0.91,0.95,,
CP108038.region030,NBC_00465_1.region004,PRJNA747871_OHT53_40805,PRJNA747871_OHB45_29915,0.89,0.91,,
CP108038.region030,NBC_00465_1.region004,PRJNA747871_OHT53_40810,PRJNA747871_OHB45_29920,0.9,0.92,,
CP108039.region010,NBC_00465_1.region004,PRJNA747871_OHT51_04685,PRJNA747871_OHB45_29920,0.9,0.93,,
CP108039.region010,NBC_00465_1.region004,PRJNA747871_OHT51_04690,PRJNA747871_OHB45_29915,0.9,0.92,,
CP108039.region010,NBC_00465_1.region004,PRJNA747871_OHT51_04695,PRJNA747871_OHB45_29910,0.9,0.94,,
CP108039.region010,NBC_00465_1.region004,PRJNA747871_OHT51_04700,PRJNA747871_OHB45_29905,0.97,0.98,,
CP108039.region010,NBC_00465_1.region004,PRJNA747871_OHT51_04705,PRJNA747871_OHB45_29900,0.89,0.94,,
CP108039.region010,NBC_00465_1.region004,PRJNA747871_OHT51_04710,PRJNA747871_OHB45_29895,0.89,0.92,,
CP108039.region010,NBC_00465_1.region004,PRJNA747871_OHT51_04715,PRJNA747871_OHB45_29890,0.96,0.97,,
CP108039.region010,NBC_00465_1.region004,PRJNA747871_OHT51_04720,PRJNA747871_OHB45_29885,0.91,0.96,,
CP108039.region010,NBC_00465_1.region004,PRJNA747871_OHT51_04725,PRJNA747871_OHB45_29880,0.9,0.93,,
CP108039.region010,NBC_00465_1.region004,PRJNA747871_OHT51_04730,PRJNA747871_OHB45_29875,0.89,0.93,,
CP108039.region010,NBC_00465_1.region004,PRJNA747871_OHT51_04735,PRJNA747871_OHB45_29870,0.81,0.87,,
CP108039.region010,NBC_00465_1.region004,PRJNA747871_OHT51_04740,PRJNA747871_OHB45_29865,0.81,0.85,,
