bgc_id,genome_id,region,accession,start_pos,end_pos,contig_edge,region_length,most_similar_known_cluster_id,most_similar_known_cluster_description,manual_assessment,most_similar_known_cluster_type,similarity,source,gbk_path,product,bigscape_class,gcf_0.30,gcf_0.40,gcf_0.50,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,project_name
CP108039.region010,NBC_00299,1.1,CP108039,1020777.0,1116208.0,False,95431.0,BGC0002451,inthomycin B,inthomycin B,Polyketide,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00299/CP108039.region010.gbk,transAT-PKS.NRPS-like.NRPS,PKS-NRP_Hybrids,2230.0,2230.0,7128.0,10239.0,1073.0,known_family,inthomycin B,regionGBK_mishits
CP108059.region005,NBC_00280,1.5,CP108059,1359895.0,1491466.0,False,131571.0,BGC0000271,spore pigment,excluded from dataset ,Polyketide,0.8333333333333334,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00280/CP108059.region005.gbk,transAT-PKS.PKS-like.T2PKS,PKSother,26124.0,26124.0,24366.0,14565.0,8.0,known_family,BE-24566B,regionGBK_mishits
CP108110.region034,NBC_00222,1.34,CP108110,8006100.0,8075568.0,False,69468.0,BGC0001148,pheganomycin,excluded from dataset ,NRP+RiPP,0.4285714285714285,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00222/CP108110.region034.gbk,T1PKS.NRPS-like.transAT-PKS-like.T3PKS.guanidinotides.NRPS,Others,8237.0,8237.0,18718.0,12413.0,3343.0,unknown_family,u_Others_3343,regionGBK_mishits
CP108137.region001,NBC_00184,1.1,CP108137,24.0,66154.0,True,66130.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.5555555555555556,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00184/CP108137.region001.gbk,transAT-PKS.T1PKS.PKS-like.NRPS,PKS-NRP_Hybrids,11933.0,11933.0,11933.0,10239.0,386.0,known_family,alpiniamide,regionGBK_mishits
CP108180.region001,NBC_00135,2.1,CP108180,16602.0,127633.0,False,111031.0,BGC0000066,geldanamycin,excluded from dataset ,Polyketide,0.3043478260869565,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00135/CP108180.region001.gbk,T1PKS.transAT-PKS.NRPS,PKS-NRP_Hybrids,9468.0,9468.0,9468.0,10239.0,1068.0,unknown_family,u_PKS-NRP_Hybrids_1068,regionGBK_mishits
CP108203.region005,NBC_00111,1.5,CP108203,993111.0,1058967.0,False,65856.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.5555555555555556,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00111/CP108203.region005.gbk,transAT-PKS.linaridin.T1PKS.PKS-like.NRPS,Others,9757.0,9757.0,9757.0,12413.0,1389.0,unknown_family,u_Others_1389,regionGBK_mishits
CP108349.region016,NBC_01358,1.16,CP108349,8381238.0,8479138.0,False,97900.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.5555555555555556,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01358/CP108349.region016.gbk,transAT-PKS.T1PKS.PKS-like.NRPS,PKS-NRP_Hybrids,11933.0,11933.0,11933.0,10239.0,386.0,known_family,alpiniamide,regionGBK_mishits
CP108360.region003,NBC_01346,1.3,CP108360,538868.0,604910.0,False,66042.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.6666666666666666,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01346/CP108360.region003.gbk,transAT-PKS.T1PKS.PKS-like.NRPS,PKS-NRP_Hybrids,22267.0,22267.0,22267.0,10239.0,386.0,known_family,alpiniamide,regionGBK_mishits
CP108367.region003,NBC_01338,1.3,CP108367,202148.0,357569.0,False,155421.0,BGC0000368,griseobactin,excluded from dataset ,NRP,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01338/CP108367.region003.gbk,transAT-PKS.T1PKS.NRP-metallophore.NAPAA.PKS-like.terpene.NRPS,Others,15445.0,30858.0,30858.0,12413.0,1.0,known_family,tubercidin,regionGBK_mishits
CP108369.region008,NBC_01336,1.8,CP108369,1174104.0,1272072.0,False,97968.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.5555555555555556,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01336/CP108369.region008.gbk,transAT-PKS.T1PKS.PKS-like.NRPS,PKS-NRP_Hybrids,11933.0,11933.0,11933.0,10239.0,386.0,known_family,alpiniamide,regionGBK_mishits
CP108376.region029,NBC_01333,1.29,CP108376,8132062.0,8269214.0,False,137152.0,BGC0001183,lobophorin A,excluded from dataset ,Polyketide,0.1333333333333333,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01333/CP108376.region029.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
CP108378.region027,NBC_01332,1.27,CP108378,7524259.0,7574077.0,False,49818.0,BGC0000971,cinnabaramide A,excluded from dataset ,NRP+Polyketide:Modular type I polyketide,0.1818181818181818,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01332/CP108378.region027.gbk,T1PKS.NRPS-like.transAT-PKS-like,PKS-NRP_Hybrids,12473.0,12473.0,24403.0,10239.0,2114.0,unknown_family,u_PKS-NRP_Hybrids_2114,regionGBK_mishits
CP108382.region005,NBC_01328,1.5,CP108382,1755603.0,1880150.0,False,124547.0,BGC0002634,vicenistatin,excluded from dataset ,Polyketide+NRP+Other,1.05,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01328/CP108382.region005.gbk,T1PKS.redox-cofactor.transAT-PKS,Others,6682.0,12534.0,28215.0,12413.0,307.0,unknown_family,u_Others_307,regionGBK_mishits
CP108404.region035,NBC_01302,1.35,CP108404,7831369.0,7879997.0,False,48628.0,BGC0001327,rakicidin A/rakicidin B,excluded from dataset ,NRP:Cyclic depsipeptide+Polyketide:Modular type I polyketide,0.2,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01302/CP108404.region035.gbk,transAT-PKS-like.NRPS,PKS-NRP_Hybrids,12888.0,12888.0,12888.0,10239.0,2150.0,unknown_family,u_PKS-NRP_Hybrids_2150,regionGBK_mishits
CP108408.region008,NBC_01300,1.8,CP108408,872527.0,958643.0,False,86116.0,BGC0002343,ammosester A/ammosester B/ammosester C/ammosamaic acid cogener,excluded from dataset ,Alkaloid+RiPP,0.6,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01300/CP108408.region008.gbk,T1PKS.NRPS-like.transAT-PKS-like,PKS-NRP_Hybrids,12907.0,24403.0,24403.0,10239.0,4450.0,unknown_family,u_PKS-NRP_Hybrids_4450,regionGBK_mishits
CP108458.region038,NBC_01266,1.38,CP108458,8358468.0,8400991.0,True,42523.0,BGC0001759,rifamorpholine A/rifamorpholine B/rifamorpholine C/rifamorpholine D/rifamorpholine E,excluded from dataset ,Polyketide,0.0317460317460317,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01266/CP108458.region038.gbk,transAT-PKS-like,PKSother,13590.0,13590.0,13590.0,14565.0,4786.0,unknown_family,u_PKSother_4786,regionGBK_mishits
CP108474.region007,NBC_01255,1.7,CP108474,1734733.0,1815206.0,False,80473.0,BGC0001590,formicamycins A-M,excluded from dataset ,Polyketide,0.3488372093023256,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01255/CP108474.region007.gbk,T1PKS.NRPS-like.transAT-PKS-like.T2PKS,PKS-NRP_Hybrids,13802.0,13802.0,14775.0,10239.0,4557.0,unknown_family,u_PKS-NRP_Hybrids_4557,regionGBK_mishits
CP108476.region039,NBC_01250,1.39,CP108476,7715555.0,7763290.0,False,47735.0,BGC0001327,rakicidin A/rakicidin B,excluded from dataset ,NRP:Cyclic depsipeptide+Polyketide:Modular type I polyketide,0.2,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01250/CP108476.region039.gbk,transAT-PKS-like.NRPS,PKS-NRP_Hybrids,12888.0,12888.0,12888.0,10239.0,2150.0,unknown_family,u_PKS-NRP_Hybrids_2150,regionGBK_mishits
CP108487.region005,NBC_01245,1.5,CP108487,2827652.0,2897067.0,False,69415.0,BGC0000187,asukamycin,excluded from dataset ,Polyketide:Type II polyketide,0.032258064516129,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01245/CP108487.region005.gbk,transAT-PKS.T1PKS.NRPS,PKS-NRP_Hybrids,13981.0,13981.0,13981.0,10239.0,4291.0,unknown_family,u_PKS-NRP_Hybrids_4291,regionGBK_mishits
CP108531.region016,NBC_01220,1.16,CP108531,8050903.0,8148758.0,False,97855.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.5555555555555556,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01220/CP108531.region016.gbk,transAT-PKS.T1PKS.PKS-like.NRPS,PKS-NRP_Hybrids,11933.0,11933.0,11933.0,10239.0,386.0,known_family,alpiniamide,regionGBK_mishits
CP108575.region005,NBC_01194,1.5,CP108575,744512.0,859398.0,False,114886.0,BGC0000368,griseobactin,excluded from dataset ,NRP,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01194/CP108575.region005.gbk,transAT-PKS.T1PKS.NRP-metallophore.PKS-like.NRPS,Others,15445.0,30858.0,30858.0,12413.0,1.0,known_family,tubercidin,regionGBK_mishits
CP108587.region026,NBC_01185,1.26,CP108587,7366244.0,7432055.0,False,65811.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.5555555555555556,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01185/CP108587.region026.gbk,transAT-PKS.linaridin.T1PKS.PKS-like.NRPS,Others,9757.0,9757.0,9757.0,12413.0,1389.0,unknown_family,u_Others_1389,regionGBK_mishits
CP108613.region008,NBC_01166,1.8,CP108613,1079131.0,1196455.0,False,117324.0,BGC0001470,macrobrevin,excluded from dataset ,Polyketide:Trans-AT type I polyketide,0.6,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01166/CP108613.region008.gbk,transAT-PKS.T1PKS.PKS-like.T3PKS.hglE-KS,PKSother,15513.0,15513.0,15513.0,14565.0,4779.0,unknown_family,u_PKSother_4779,regionGBK_mishits
CP108621.region009,NBC_01147,1.9,CP108621,1517225.0,1593882.0,False,76657.0,BGC0002656,oryzanaphthopyran A/oryzanaphthopyran B/oryzanaphthopyran C/oryzanthrone A/oryzanthrone B/chlororyzanthrone A/chlororyzanthrone B,excluded from dataset ,Polyketide,0.2068965517241379,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01147/CP108621.region009.gbk,transAT-PKS.NRPS-like,PKS-NRP_Hybrids,15578.0,15578.0,15578.0,10239.0,2154.0,unknown_family,u_PKS-NRP_Hybrids_2154,regionGBK_mishits
CP108627.region021,NBC_01137,1.21,CP108627,6827648.0,6904305.0,False,76657.0,BGC0002656,oryzanaphthopyran A/oryzanaphthopyran B/oryzanaphthopyran C/oryzanthrone A/oryzanthrone B/chlororyzanthrone A/chlororyzanthrone B,excluded from dataset ,Polyketide,0.2068965517241379,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01137/CP108627.region021.gbk,transAT-PKS.NRPS-like,PKS-NRP_Hybrids,15578.0,15578.0,15578.0,10239.0,2154.0,unknown_family,u_PKS-NRP_Hybrids_2154,regionGBK_mishits
CP108640.region003,NBC_01134,1.3,CP108640,396235.0,589405.0,False,193170.0,BGC0000368,griseobactin,cycloheximide,NRP,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01134/CP108640.region003.gbk,transAT-PKS.NRPS-like.NRP-metallophore.NRPS,Others,16229.0,24611.0,24611.0,16229.0,1.0,known_family,tubercidin,regionGBK_mishits
CP108644.region014,NBC_01116,1.14,CP108644,3379252.0,3457895.0,False,78643.0,BGC0000145,salinosporamide A,excluded from dataset ,NRP+Polyketide,0.238095238095238,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01116/CP108644.region014.gbk,T1PKS.NRPS-like.transAT-PKS-like.NRPS,PKS-NRP_Hybrids,15836.0,15836.0,15836.0,10239.0,498.0,unknown_family,u_PKS-NRP_Hybrids_498,regionGBK_mishits
CP108644.region030,NBC_01116,1.3,CP108644,7966804.0,8032885.0,False,66081.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.5555555555555556,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01116/CP108644.region030.gbk,transAT-PKS.T1PKS.PKS-like.NRPS,PKS-NRP_Hybrids,15852.0,11933.0,11933.0,10239.0,4324.0,unknown_family,u_PKS-NRP_Hybrids_4324,regionGBK_mishits
CP108651.region004,NBC_01106,1.4,CP108651,203890.0,396906.0,False,193016.0,BGC0000368,griseobactin,cycloheximide,NRP,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01106/CP108651.region004.gbk,transAT-PKS.NRPS-like.NRP-metallophore.NRPS,Others,16229.0,24611.0,24611.0,16229.0,1.0,known_family,tubercidin,regionGBK_mishits
CP108661.region030,NBC_01080,1.3,CP108661,8077780.0,8215219.0,False,137439.0,BGC0001183,lobophorin A,excluded from dataset ,Polyketide,0.1333333333333333,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01080/CP108661.region030.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
CP108670.region033,NBC_01069,1.33,CP108670,8465323.0,8659070.0,False,193747.0,BGC0000368,griseobactin,cycloheximide,NRP,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01069/CP108670.region033.gbk,transAT-PKS.NRPS-like.NRP-metallophore.NRPS,Others,16229.0,24583.0,24583.0,16229.0,1.0,known_family,tubercidin,regionGBK_mishits
CP108695.region029,NBC_01009,1.29,CP108695,6089010.0,6164889.0,False,75879.0,BGC0002085,everninomicin D/everninomicin E/everninomicin G/everninomicin F,excluded from dataset ,Saccharide:Oligosaccharide,0.08,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01009/CP108695.region029.gbk,transAT-PKS.T1PKS,PKSother,5481.0,5481.0,5481.0,14565.0,2190.0,unknown_family,u_PKSother_2190,regionGBK_mishits
CP108726.region003,NBC_00990,1.3,CP108726,316238.0,509334.0,False,193096.0,BGC0000368,griseobactin,cycloheximide,NRP,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00990/CP108726.region003.gbk,transAT-PKS.NRPS-like.NRP-metallophore.NRPS,Others,16229.0,31394.0,31394.0,16229.0,1.0,known_family,tubercidin,regionGBK_mishits
CP108783.region006,NBC_00889,1.6,CP108783,4477838.0,4579563.0,False,101725.0,BGC0000282,alkylresorcinol,excluded from dataset ,Polyketide,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00889/CP108783.region006.gbk,transAT-PKS.T3PKS.T1PKS.NRPS,PKS-NRP_Hybrids,17431.0,17431.0,17431.0,10239.0,496.0,unknown_family,u_PKS-NRP_Hybrids_496,regionGBK_mishits
CP108882.region015,NBC_00820,1.15,CP108882,6200101.0,6271801.0,False,71700.0,BGC0001387,nucleocidin,excluded from dataset ,Other,0.5217391304347826,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00820/CP108882.region015.gbk,T1PKS.NRPS-like.transAT-PKS-like.nucleoside.NRPS,Others,18718.0,8237.0,18718.0,12413.0,3996.0,unknown_family,u_Others_3996,regionGBK_mishits
CP108996.region008,NBC_00709,1.8,CP108996,5839187.0,5907082.0,False,67895.0,BGC0000187,asukamycin,excluded from dataset ,Polyketide:Type II polyketide,0.032258064516129,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00709/CP108996.region008.gbk,transAT-PKS.T1PKS.NRPS,PKS-NRP_Hybrids,5815.0,17431.0,5815.0,10239.0,496.0,unknown_family,u_PKS-NRP_Hybrids_496,regionGBK_mishits
CP109029.region007,NBC_00662,1.7,CP109029,4887386.0,4956609.0,False,69223.0,BGC0000187,asukamycin,excluded from dataset ,Polyketide:Type II polyketide,0.032258064516129,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00662/CP109029.region007.gbk,transAT-PKS.T1PKS.NRPS,PKS-NRP_Hybrids,5815.0,17431.0,5815.0,10239.0,496.0,unknown_family,u_PKS-NRP_Hybrids_496,regionGBK_mishits
CP109033.region021,NBC_00656,1.21,CP109033,8369045.0,8466926.0,False,97881.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.6666666666666666,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00656/CP109033.region021.gbk,transAT-PKS.T1PKS.PKS-like.NRPS,PKS-NRP_Hybrids,11933.0,11933.0,11933.0,10239.0,386.0,known_family,alpiniamide,regionGBK_mishits
CP109061.region032,NBC_00845,1.32,CP109061,7699979.0,7743397.0,False,43418.0,BGC0000971,cinnabaramide A,excluded from dataset ,NRP+Polyketide:Modular type I polyketide,0.1818181818181818,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_00845/CP109061.region032.gbk,T1PKS.NRPS-like.transAT-PKS-like,PKS-NRP_Hybrids,14775.0,24403.0,24403.0,10239.0,498.0,unknown_family,u_PKS-NRP_Hybrids_498,regionGBK_mishits
CP109074.region007,NBC_01801,1.7,CP109074,2166428.0,2221691.0,False,55263.0,BGC0001147,disgocidine/distamycin/congocidine,excluded from dataset ,NRP,0.238095238095238,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01801/CP109074.region007.gbk,thioamide-NRP.2dos.transAT-PKS-like,Others,20363.0,20363.0,20363.0,12413.0,3521.0,unknown_family,u_Others_3521,regionGBK_mishits
CP109151.region015,NBC_01739,1.15,CP109151,2645542.0,2720973.0,False,75431.0,BGC0001054,xenocoumacin 1/xenocoumacin II,excluded from dataset ,NRP+Polyketide:Modular type I polyketide,0.2142857142857142,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01739/CP109151.region015.gbk,T1PKS.transAT-PKS.NRPS,PKS-NRP_Hybrids,21522.0,21522.0,25111.0,10239.0,4219.0,unknown_family,u_PKS-NRP_Hybrids_4219,regionGBK_mishits
CP109210.region005,NBC_01684,1.5,CP109210,450782.0,516656.0,False,65874.0,BGC0001845,alpiniamide,excluded from dataset ,Polyketide+NRP+Other:Aminocoumarin,0.6666666666666666,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01684/CP109210.region005.gbk,transAT-PKS.T1PKS.PKS-like.NRPS,PKS-NRP_Hybrids,22267.0,22267.0,22267.0,10239.0,386.0,known_family,alpiniamide,regionGBK_mishits
CP109226.region019,NBC_01671,1.19,CP109226,6668317.0,6817723.0,False,149406.0,BGC0000958,antimycin,excluded from dataset ,NRP:Cyclic depsipeptide+Polyketide:Modular type I polyketide,1.0,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01671/CP109226.region019.gbk,transAT-PKS.T1PKS.lanthipeptide-class-ii.NRPS-like.terpene.NRPS,Others,22396.0,22396.0,22396.0,12413.0,114.0,unknown_family,u_Others_114,regionGBK_mishits
CP109262.region029,NBC_01648,1.29,CP109262,8111544.0,8249251.0,False,137707.0,BGC0000341,enduracidin,excluded from dataset ,NRP,0.1666666666666666,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01648/CP109262.region029.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
CP109268.region008,NBC_01641,1.8,CP109268,651070.0,788597.0,False,137527.0,BGC0001183,lobophorin A,excluded from dataset ,Polyketide,0.1333333333333333,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01641/CP109268.region008.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
CP109283.region029,NBC_01626,1.29,CP109283,8133819.0,8271526.0,False,137707.0,BGC0000341,enduracidin,excluded from dataset ,NRP,0.1666666666666666,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01626/CP109283.region029.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
CP109287.region030,NBC_01625,1.3,CP109287,8276198.0,8411987.0,False,135789.0,BGC0001183,lobophorin A,excluded from dataset ,Polyketide,0.1333333333333333,bgcflow,data/external/G1034_20230801/antismash/7.0.0/NBC_01625/CP109287.region030.gbk,transAT-PKS.T1PKS.ectoine.NRPS-like.T3PKS.betalactone.NRPS,Others,31421.0,31421.0,31443.0,12413.0,211.0,unknown_family,u_Others_211,regionGBK_mishits
