seq_id,seq_id2,locus_tag,locus_tag2,identity,similarity,start,end
BGC0001823.0_reference,CP108057.region022,ATY69592.1,PRJNA747871_OHU17_32110,0.95,0.96,26811.0,25443.0
BGC0001823.0_reference,CP108057.region022,ATY69591.1,PRJNA747871_OHU17_32115,1.0,1.00,26905.0,27157.0
BGC0001823.0_reference,CP108057.region022,ATY69590.1,PRJNA747871_OHU17_32120,0.98,0.98,27179.0,28760.0
BGC0001823.0_reference,CP108057.region022,ATY69589.1,PRJNA747871_OHU17_32125,0.96,0.97,28853.0,51185.0
BGC0001823.0_reference,CP108057.region022,ATY69588.1,PRJNA747871_OHU17_32130,1.0,1.00,51181.0,52426.0
BGC0001823.0_reference,CP108057.region022,ATY69587.1,PRJNA747871_OHU17_32135,1.0,1.00,52448.0,52694.0
BGC0001823.0_reference,CP108057.region022,ATY69586.1,PRJNA747871_OHU17_32140,0.99,1.00,52690.0,53917.0
BGC0001823.0_reference,CP108057.region022,ATY69585.1,PRJNA747871_OHU17_32145,1.0,1.00,54638.0,53882.0
BGC0001823.0_reference,CP108057.region022,ATY69584.1,PRJNA747871_OHU17_32150,0.99,0.99,61369.0,54634.0
BGC0001823.0_reference,CP108057.region022,ATY69583.1,PRJNA747871_OHU17_32155,1.0,1.00,61791.0,61365.0
BGC0001823.0_reference,CP108057.region022,ATY69582.1,PRJNA747871_OHU17_32160,1.0,1.00,61972.0,63199.0
BGC0001823.0_reference,CP108057.region022,ATY69581.1,PRJNA747871_OHU17_32165,1.0,1.00,63195.0,63420.0
BGC0001823.0_reference,CP108057.region022,ATY69580.1,PRJNA747871_OHU17_32170,1.0,1.00,63478.0,64837.0
BGC0001823.0_reference,CP108057.region022,ATY69579.1,PRJNA747871_OHU17_32175,1.0,1.00,64833.0,65826.0
BGC0001823.0_reference,CP108057.region022,ATY69578.1,PRJNA747871_OHU17_32180,0.99,1.00,65822.0,66707.0
BGC0001823.0_reference,CP108057.region022,ATY69577.1,PRJNA747871_OHU17_32185,1.0,1.00,68166.0,66738.0
BGC0001823.0_reference,CP108577.region004,ATY69607.1,PRJNA747871_OG224_04690,1.0,1.00,4324.0,5209.0
BGC0001823.0_reference,CP108577.region004,ATY69606.1,PRJNA747871_OG224_04685,1.0,1.00,6073.0,5413.0
BGC0001823.0_reference,CP108577.region004,ATY69605.1,PRJNA747871_OG224_04680,0.99,0.99,6800.0,6227.0
BGC0001823.0_reference,CP108577.region004,ATY69604.1,PRJNA747871_OG224_04675,0.97,0.97,7569.0,6813.0
BGC0001823.0_reference,CP108577.region004,ATY69603.1,PRJNA747871_OG224_04670,0.97,0.97,7808.0,9005.0
BGC0001823.0_reference,CP108577.region004,ATY69602.1,PRJNA747871_OG224_04665,0.99,0.99,8995.0,9802.0
BGC0001823.0_reference,CP108577.region004,ATY69601.1,PRJNA747871_OG224_04660,0.99,0.99,9806.0,10679.0
BGC0001823.0_reference,CP108577.region004,ATY69600.1,PRJNA747871_OG224_04655,0.95,0.96,10741.0,17185.0
BGC0001823.0_reference,CP108577.region004,ATY69599.1,PRJNA747871_OG224_04650,1.0,1.00,17464.0,19030.0
BGC0001823.0_reference,CP108577.region004,ATY69598.1,PRJNA747871_OG224_04645,0.95,0.95,19168.0,19975.0
BGC0001823.0_reference,CP108577.region004,ATY69597.1,PRJNA747871_OG224_04640,0.99,1.00,19979.0,22301.0
BGC0001823.0_reference,CP108577.region004,ATY69596.1,PRJNA747871_OG224_04635,1.0,1.00,22405.0,23314.0
BGC0001823.0_reference,CP108577.region004,ATY69595.1,PRJNA747871_OG224_04630,1.0,1.00,23761.0,23395.0
BGC0001823.0_reference,CP108577.region004,ATY69594.1,PRJNA747871_OG224_04625,1.0,1.00,23927.0,24638.0
BGC0001823.0_reference,CP108577.region004,ATY69593.1,PRJNA747871_OG224_04620,1.0,1.00,25447.0,24697.0
BGC0001823.0_reference,CP108577.region004,ATY69592.1,PRJNA747871_OG224_04615,0.95,0.95,26811.0,25443.0
BGC0001823.0_reference,CP108577.region004,ATY69591.1,PRJNA747871_OG224_04610,1.0,1.00,26905.0,27157.0
BGC0001823.0_reference,CP108577.region004,ATY69590.1,PRJNA747871_OG224_04605,0.98,0.99,27179.0,28760.0
BGC0001823.0_reference,CP108577.region004,ATY69589.1,PRJNA747871_OG224_04600,0.97,0.97,28853.0,51185.0
BGC0001823.0_reference,CP108577.region004,ATY69588.1,PRJNA747871_OG224_04595,1.0,1.00,51181.0,52426.0
BGC0001823.0_reference,CP108577.region004,ATY69587.1,PRJNA747871_OG224_04590,1.0,1.00,52448.0,52694.0
BGC0001823.0_reference,CP108577.region004,ATY69586.1,PRJNA747871_OG224_04585,0.99,0.99,52690.0,53917.0
BGC0001823.0_reference,CP108577.region004,ATY69585.1,PRJNA747871_OG224_04580,1.0,1.00,54638.0,53882.0
BGC0001823.0_reference,CP108577.region004,ATY69584.1,PRJNA747871_OG224_04575,0.99,0.99,61369.0,54634.0
BGC0001823.0_reference,CP108577.region004,ATY69583.1,PRJNA747871_OG224_04570,1.0,1.00,61791.0,61365.0
BGC0001823.0_reference,CP108577.region004,ATY69582.1,PRJNA747871_OG224_04565,1.0,1.00,61972.0,63199.0
BGC0001823.0_reference,CP108577.region004,ATY69581.1,PRJNA747871_OG224_04560,1.0,1.00,63195.0,63420.0
BGC0001823.0_reference,CP108577.region004,ATY69580.1,PRJNA747871_OG224_04555,1.0,1.00,63478.0,64837.0
BGC0001823.0_reference,CP108577.region004,ATY69579.1,PRJNA747871_OG224_04550,0.99,1.00,64833.0,65826.0
BGC0001823.0_reference,CP108577.region004,ATY69578.1,PRJNA747871_OG224_04545,0.99,0.99,65822.0,66707.0
BGC0001823.0_reference,CP108577.region004,ATY69577.1,PRJNA747871_OG224_04540,1.0,1.00,68166.0,66738.0
BGC0001823.0_reference,CP108768.region020,ATY69607.1,PRJNA747871_OG590_31985,0.99,0.99,4324.0,5209.0
BGC0001823.0_reference,CP108768.region020,ATY69606.1,PRJNA747871_OG590_31990,1.0,1.00,6073.0,5413.0
BGC0001823.0_reference,CP108768.region020,ATY69605.1,PRJNA747871_OG590_31995,0.99,0.99,6800.0,6227.0
BGC0001823.0_reference,CP108768.region020,ATY69604.1,PRJNA747871_OG590_32000,0.97,0.97,7569.0,6813.0
BGC0001823.0_reference,CP108768.region020,ATY69603.1,PRJNA747871_OG590_32005,0.97,0.97,7808.0,9005.0
BGC0001823.0_reference,CP108768.region020,ATY69602.1,PRJNA747871_OG590_32010,0.99,0.99,8995.0,9802.0
BGC0001823.0_reference,CP108768.region020,ATY69601.1,PRJNA747871_OG590_32015,1.0,1.00,9806.0,10679.0
BGC0001823.0_reference,CP108768.region020,ATY69600.1,PRJNA747871_OG590_32020,0.97,0.97,10741.0,17185.0
BGC0001823.0_reference,CP108768.region020,ATY69599.1,PRJNA747871_OG590_32025,1.0,1.00,17464.0,19030.0
BGC0001823.0_reference,CP108768.region020,ATY69598.1,PRJNA747871_OG590_32030,0.94,0.94,19168.0,19975.0
BGC0001823.0_reference,CP108768.region020,ATY69597.1,PRJNA747871_OG590_32035,0.99,1.00,19979.0,22301.0
BGC0001823.0_reference,CP108768.region020,ATY69596.1,PRJNA747871_OG590_32040,0.99,1.00,22405.0,23314.0
BGC0001823.0_reference,CP108768.region020,ATY69595.1,PRJNA747871_OG590_32045,1.0,1.00,23761.0,23395.0
BGC0001823.0_reference,CP108768.region020,ATY69594.1,PRJNA747871_OG590_32050,1.0,1.00,23927.0,24638.0
BGC0001823.0_reference,CP108768.region020,ATY69593.1,PRJNA747871_OG590_32055,1.0,1.00,25447.0,24697.0
BGC0001823.0_reference,CP108768.region020,ATY69592.1,PRJNA747871_OG590_32060,0.95,0.96,26811.0,25443.0
BGC0001823.0_reference,CP108768.region020,ATY69591.1,PRJNA747871_OG590_32065,1.0,1.00,26905.0,27157.0
BGC0001823.0_reference,CP108768.region020,ATY69590.1,PRJNA747871_OG590_32070,0.98,0.98,27179.0,28760.0
BGC0001823.0_reference,CP108768.region020,ATY69589.1,PRJNA747871_OG590_32075,0.96,0.97,28853.0,51185.0
BGC0001823.0_reference,CP108768.region020,ATY69588.1,PRJNA747871_OG590_32080,1.0,1.00,51181.0,52426.0
BGC0001823.0_reference,CP108768.region020,ATY69587.1,PRJNA747871_OG590_32085,1.0,1.00,52448.0,52694.0
BGC0001823.0_reference,CP108768.region020,ATY69586.1,PRJNA747871_OG590_32090,0.99,0.99,52690.0,53917.0
BGC0001823.0_reference,CP108768.region020,ATY69585.1,PRJNA747871_OG590_32095,1.0,1.00,54638.0,53882.0
BGC0001823.0_reference,CP108768.region020,ATY69584.1,PRJNA747871_OG590_32100,0.99,0.99,61369.0,54634.0
BGC0001823.0_reference,CP108768.region020,ATY69583.1,PRJNA747871_OG590_32105,1.0,1.00,61791.0,61365.0
BGC0001823.0_reference,CP108768.region020,ATY69582.1,PRJNA747871_OG590_32110,1.0,1.00,61972.0,63199.0
BGC0001823.0_reference,CP108768.region020,ATY69581.1,PRJNA747871_OG590_32115,1.0,1.00,63195.0,63420.0
BGC0001823.0_reference,CP108768.region020,ATY69580.1,PRJNA747871_OG590_32120,1.0,1.00,63478.0,64837.0
BGC0001823.0_reference,CP108768.region020,ATY69579.1,PRJNA747871_OG590_32125,1.0,1.00,64833.0,65826.0
BGC0001823.0_reference,CP108768.region020,ATY69578.1,PRJNA747871_OG590_32130,0.99,1.00,65822.0,66707.0
BGC0001823.0_reference,CP108768.region020,ATY69577.1,PRJNA747871_OG590_32135,1.0,1.00,68166.0,66738.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69607.1,PRJNA747871_OOK52_33145,0.93,0.95,4324.0,5209.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69606.1,PRJNA747871_OOK52_33205,0.98,0.98,6073.0,5413.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69605.1,PRJNA747871_OOK52_33210,0.93,0.95,6800.0,6227.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69604.1,PRJNA747871_OOK52_33215,0.84,0.92,7569.0,6813.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69603.1,PRJNA747871_OOK52_33220,0.92,0.95,7808.0,9005.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69602.1,PRJNA747871_OOK52_33225,0.86,0.90,8995.0,9802.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69601.1,PRJNA747871_OOK52_33230,0.92,0.94,9806.0,10679.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69600.1,PRJNA747871_OOK52_33235,0.78,0.83,10741.0,17185.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69599.1,PRJNA747871_OOK52_33240,0.89,0.93,17464.0,19030.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69598.1,PRJNA747871_OOK52_33245,0.93,0.93,19168.0,19975.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69597.1,PRJNA747871_OOK52_33250,0.89,0.92,19979.0,22301.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69596.1,PRJNA747871_OOK52_33255,0.94,0.97,22405.0,23314.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69595.1,PRJNA747871_OOK52_33260,0.97,0.98,23761.0,23395.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69594.1,PRJNA747871_OOK52_33265,0.95,0.97,23927.0,24638.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69593.1,PRJNA747871_OOK52_33270,0.93,0.97,25447.0,24697.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69592.1,PRJNA747871_OOK52_33275,0.71,0.78,26811.0,25443.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69591.1,PRJNA747871_OOK52_33280,0.94,0.96,26905.0,27157.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69590.1,PRJNA747871_OOK52_33285,0.86,0.89,27179.0,28760.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69589.1,PRJNA747871_OOK52_33290,0.8,0.85,28853.0,51185.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69588.1,PRJNA747871_OOK52_33295,0.94,0.95,51181.0,52426.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69587.1,PRJNA747871_OOK52_33300,0.95,0.99,52448.0,52694.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69586.1,PRJNA747871_OOK52_33305,0.88,0.93,52690.0,53917.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69585.1,PRJNA747871_OOK52_33310,0.95,0.97,54638.0,53882.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69584.1,PRJNA747871_OOK52_33315,0.84,0.88,61369.0,54634.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69583.1,PRJNA747871_OOK52_33320,0.96,0.99,61791.0,61365.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69582.1,PRJNA747871_OOK52_33325,0.98,0.98,61972.0,63199.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69581.1,PRJNA747871_OOK52_33330,0.96,0.97,63195.0,63420.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69580.1,PRJNA747871_OOK52_33335,0.94,0.97,63478.0,64837.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69579.1,PRJNA747871_OOK52_33340,0.89,0.95,64833.0,65826.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69578.1,PRJNA747871_OOK52_33345,0.87,0.92,65822.0,66707.0
BGC0001823.0_reference,NBC_01565_3.region021,ATY69577.1,PRJNA747871_OOK52_33350,0.91,0.94,68166.0,66738.0
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_31995,PRJNA747871_OG224_04730,0.98,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32000,PRJNA747871_OG224_04725,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32005,PRJNA747871_OG224_04720,0.99,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32010,PRJNA747871_OG224_04715,0.99,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32015,PRJNA747871_OG224_04710,0.99,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32020,PRJNA747871_OG224_04705,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32025,PRJNA747871_OG224_04700,0.99,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32030,PRJNA747871_OG224_04695,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32035,PRJNA747871_OG224_04690,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32040,PRJNA747871_OG224_04685,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32045,PRJNA747871_OG224_04680,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32050,PRJNA747871_OG224_04675,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32055,PRJNA747871_OG224_04670,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32060,PRJNA747871_OG224_04665,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32065,PRJNA747871_OG224_04660,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32070,PRJNA747871_OG224_04655,0.95,0.96,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32075,PRJNA747871_OG224_04650,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32080,PRJNA747871_OG224_04645,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32085,PRJNA747871_OG224_04640,0.98,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32090,PRJNA747871_OG224_04635,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32095,PRJNA747871_OG224_04630,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32100,PRJNA747871_OG224_04625,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32105,PRJNA747871_OG224_04620,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32110,PRJNA747871_OG224_04615,0.96,0.97,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32115,PRJNA747871_OG224_04610,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32120,PRJNA747871_OG224_04605,0.99,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32125,PRJNA747871_OG224_04600,0.95,0.96,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32130,PRJNA747871_OG224_04595,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32135,PRJNA747871_OG224_04590,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32140,PRJNA747871_OG224_04585,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32145,PRJNA747871_OG224_04580,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32150,PRJNA747871_OG224_04575,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32155,PRJNA747871_OG224_04570,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32160,PRJNA747871_OG224_04565,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32165,PRJNA747871_OG224_04560,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32170,PRJNA747871_OG224_04555,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32175,PRJNA747871_OG224_04550,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32180,PRJNA747871_OG224_04545,0.99,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32185,PRJNA747871_OG224_04540,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32190,PRJNA747871_OG224_04535,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32195,PRJNA747871_OG224_04530,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32200,PRJNA747871_OG224_04525,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32205,PRJNA747871_OG224_04520,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32210,PRJNA747871_OG224_04515,0.95,0.96,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32215,PRJNA747871_OG224_04510,0.98,0.98,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32220,PRJNA747871_OG224_04505,0.98,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32225,PRJNA747871_OG224_04500,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32230,PRJNA747871_OG224_04495,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32235,PRJNA747871_OG224_04490,0.98,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32240,PRJNA747871_OG224_04485,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32245,PRJNA747871_OG224_04480,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32250,PRJNA747871_OG224_04475,0.98,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32255,PRJNA747871_OG224_04470,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32265,PRJNA747871_OG224_04465,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32270,PRJNA747871_OG224_04460,0.99,0.99,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32275,PRJNA747871_OG224_04455,1.0,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32280,PRJNA747871_OG224_04450,0.99,1.00,,
CP108057.region022,CP108577.region004,PRJNA747871_OHU17_32285,PRJNA747871_OG224_04445,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_31995,PRJNA747871_OG590_31945,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32000,PRJNA747871_OG590_31950,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32005,PRJNA747871_OG590_31955,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32010,PRJNA747871_OG590_31960,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32015,PRJNA747871_OG590_31965,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32020,PRJNA747871_OG590_31970,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32025,PRJNA747871_OG590_31975,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32030,PRJNA747871_OG590_31980,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32035,PRJNA747871_OG590_31985,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32040,PRJNA747871_OG590_31990,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32045,PRJNA747871_OG590_31995,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32050,PRJNA747871_OG590_32000,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32055,PRJNA747871_OG590_32005,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32060,PRJNA747871_OG590_32010,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32065,PRJNA747871_OG590_32015,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32070,PRJNA747871_OG590_32020,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32075,PRJNA747871_OG590_32025,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32080,PRJNA747871_OG590_32030,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32085,PRJNA747871_OG590_32035,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32090,PRJNA747871_OG590_32040,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32095,PRJNA747871_OG590_32045,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32100,PRJNA747871_OG590_32050,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32105,PRJNA747871_OG590_32055,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32110,PRJNA747871_OG590_32060,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32115,PRJNA747871_OG590_32065,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32120,PRJNA747871_OG590_32070,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32125,PRJNA747871_OG590_32075,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32130,PRJNA747871_OG590_32080,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32135,PRJNA747871_OG590_32085,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32140,PRJNA747871_OG590_32090,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32145,PRJNA747871_OG590_32095,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32150,PRJNA747871_OG590_32100,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32155,PRJNA747871_OG590_32105,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32160,PRJNA747871_OG590_32110,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32165,PRJNA747871_OG590_32115,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32170,PRJNA747871_OG590_32120,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32175,PRJNA747871_OG590_32125,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32180,PRJNA747871_OG590_32130,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32185,PRJNA747871_OG590_32135,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32190,PRJNA747871_OG590_32140,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32195,PRJNA747871_OG590_32145,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32200,PRJNA747871_OG590_32150,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32205,PRJNA747871_OG590_32155,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32210,PRJNA747871_OG590_32160,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32215,PRJNA747871_OG590_32165,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32220,PRJNA747871_OG590_32170,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32225,PRJNA747871_OG590_32175,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32230,PRJNA747871_OG590_32180,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32235,PRJNA747871_OG590_32185,1.0,1.00,,
CP108057.region022,CP108768.region020,PRJNA747871_OHU17_32240,PRJNA747871_OG590_32190,1.0,1.00,,
