BGC0001823.0_reference vs CP108057.region022
--------------------------------------------
Query       Target                   Identity  Similarity
ATY69606.1  PRJNA747871_OG590_31990  1.00      1.00      
ATY69605.1  PRJNA747871_OG590_31995  0.99      0.99      
ATY69604.1  PRJNA747871_OG590_32000  0.97      0.97      
ATY69603.1  PRJNA747871_OG590_32005  0.97      0.97      
ATY69603.1  PRJNA747871_OG590_32080  0.45      0.58      
ATY69602.1  PRJNA747871_OG590_32010  0.99      0.99      
ATY69601.1  PRJNA747871_OG590_32015  1.00      1.00      
ATY69600.1  PRJNA747871_OG590_32020  0.97      0.97      
ATY69599.1  PRJNA747871_OG590_32025  1.00      1.00      
ATY69598.1  PRJNA747871_OG590_32030  0.94      0.94      
ATY69597.1  PRJNA747871_OG590_32035  0.99      1.00      
ATY69596.1  PRJNA747871_OG590_32030  0.31      0.43      
ATY69596.1  PRJNA747871_OG590_32040  0.99      1.00      
ATY69595.1  PRJNA747871_OG590_32045  1.00      1.00      
ATY69594.1  PRJNA747871_OG590_32050  1.00      1.00      
ATY69593.1  PRJNA747871_OG590_32055  1.00      1.00      
ATY69592.1  PRJNA747871_OG590_32060  0.95      0.96      
ATY69591.1  PRJNA747871_OG590_32065  1.00      1.00      
ATY69590.1  PRJNA747871_OG590_32070  0.98      0.98      
ATY69589.1  PRJNA747871_OG590_32075  0.96      0.97      
ATY69588.1  PRJNA747871_OG590_32005  0.46      0.60      
ATY69588.1  PRJNA747871_OG590_32080  1.00      1.00      
ATY69587.1  PRJNA747871_OG590_32085  1.00      1.00      
ATY69586.1  PRJNA747871_OG590_32090  0.99      0.99      
ATY69585.1  PRJNA747871_OG590_32095  1.00      1.00      
ATY69584.1  PRJNA747871_OG590_32100  0.99      0.99      
ATY69583.1  PRJNA747871_OG590_32105  1.00      1.00      
ATY69582.1  PRJNA747871_OG590_32110  1.00      1.00      
ATY69582.1  PRJNA747871_OG590_32190  0.35      0.50      
ATY69581.1  PRJNA747871_OG590_32115  1.00      1.00      
ATY69580.1  PRJNA747871_OG590_32120  1.00      1.00      
ATY69579.1  PRJNA747871_OG590_32125  1.00      1.00      
ATY69578.1  PRJNA747871_OG590_32130  0.99      1.00      
ATY69577.1  PRJNA747871_OG590_32135  1.00      1.00      

BGC0001823.0_reference vs NBC_01565_3.region021
-----------------------------------------------
Query       Target                   Identity  Similarity
ATY69607.1  PRJNA747871_OOK52_33145  0.93      0.95      
ATY69606.1  PRJNA747871_OOK52_33205  0.98      0.98      
ATY69605.1  PRJNA747871_OOK52_33210  0.93      0.95      
ATY69604.1  PRJNA747871_OOK52_33215  0.84      0.92      
ATY69603.1  PRJNA747871_OOK52_33220  0.92      0.95      
ATY69603.1  PRJNA747871_OOK52_33295  0.45      0.58      
ATY69602.1  PRJNA747871_OOK52_33225  0.86      0.90      
ATY69601.1  PRJNA747871_OOK52_33230  0.92      0.94      
ATY69600.1  PRJNA747871_OOK52_33235  0.78      0.83      
ATY69599.1  PRJNA747871_OOK52_33240  0.89      0.93      
ATY69598.1  PRJNA747871_OOK52_33245  0.93      0.93      
ATY69597.1  PRJNA747871_OOK52_33250  0.89      0.92      
ATY69596.1  PRJNA747871_OOK52_33245  0.30      0.43      
ATY69596.1  PRJNA747871_OOK52_33255  0.94      0.97      
ATY69595.1  PRJNA747871_OOK52_33260  0.97      0.98      
ATY69594.1  PRJNA747871_OOK52_33265  0.95      0.97      
ATY69593.1  PRJNA747871_OOK52_33270  0.93      0.97      
ATY69592.1  PRJNA747871_OOK52_33275  0.71      0.78      
ATY69591.1  PRJNA747871_OOK52_33280  0.94      0.96      
ATY69590.1  PRJNA747871_OOK52_33285  0.86      0.89      
ATY69589.1  PRJNA747871_OOK52_33290  0.80      0.85      
ATY69588.1  PRJNA747871_OOK52_33220  0.46      0.60      
ATY69588.1  PRJNA747871_OOK52_33295  0.94      0.95      
ATY69587.1  PRJNA747871_OOK52_33300  0.95      0.99      
ATY69586.1  PRJNA747871_OOK52_33305  0.88      0.93      
ATY69585.1  PRJNA747871_OOK52_33310  0.95      0.97      
ATY69584.1  PRJNA747871_OOK52_33315  0.84      0.88      
ATY69583.1  PRJNA747871_OOK52_33320  0.96      0.99      
ATY69582.1  PRJNA747871_OOK52_33325  0.98      0.98      
ATY69582.1  PRJNA747871_OOK52_33405  0.35      0.50      
ATY69581.1  PRJNA747871_OOK52_33330  0.96      0.97      
ATY69580.1  PRJNA747871_OOK52_33335  0.94      0.97      
ATY69579.1  PRJNA747871_OOK52_33340  0.89      0.95      
ATY69578.1  PRJNA747871_OOK52_33345  0.87      0.92      
ATY69577.1  PRJNA747871_OOK52_33350  0.91      0.94      

CP108057.region022 vs CP108577.region004
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OHU17_31995  PRJNA747871_OG224_04730  0.98      0.99      
PRJNA747871_OHU17_32000  PRJNA747871_OG224_04725  1.00      1.00      
PRJNA747871_OHU17_32005  PRJNA747871_OG224_04720  0.99      1.00      
PRJNA747871_OHU17_32010  PRJNA747871_OG224_04715  0.99      1.00      
PRJNA747871_OHU17_32015  PRJNA747871_OG224_04710  0.99      1.00      
PRJNA747871_OHU17_32020  PRJNA747871_OG224_04705  1.00      1.00      
PRJNA747871_OHU17_32025  PRJNA747871_OG224_04700  0.99      1.00      
PRJNA747871_OHU17_32030  PRJNA747871_OG224_04695  0.99      0.99      
PRJNA747871_OHU17_32035  PRJNA747871_OG224_04690  0.99      0.99      
PRJNA747871_OHU17_32040  PRJNA747871_OG224_04685  1.00      1.00      
PRJNA747871_OHU17_32045  PRJNA747871_OG224_04680  1.00      1.00      
PRJNA747871_OHU17_32050  PRJNA747871_OG224_04675  1.00      1.00      
PRJNA747871_OHU17_32055  PRJNA747871_OG224_04595  0.46      0.60      
PRJNA747871_OHU17_32055  PRJNA747871_OG224_04670  1.00      1.00      
PRJNA747871_OHU17_32060  PRJNA747871_OG224_04665  1.00      1.00      
PRJNA747871_OHU17_32065  PRJNA747871_OG224_04660  0.99      0.99      
PRJNA747871_OHU17_32070  PRJNA747871_OG224_04655  0.95      0.96      
PRJNA747871_OHU17_32075  PRJNA747871_OG224_04650  1.00      1.00      
PRJNA747871_OHU17_32080  PRJNA747871_OG224_04635  0.31      0.43      
PRJNA747871_OHU17_32080  PRJNA747871_OG224_04645  0.99      0.99      
PRJNA747871_OHU17_32085  PRJNA747871_OG224_04640  0.98      0.99      
PRJNA747871_OHU17_32090  PRJNA747871_OG224_04635  1.00      1.00      
PRJNA747871_OHU17_32090  PRJNA747871_OG224_04645  0.31      0.43      
PRJNA747871_OHU17_32095  PRJNA747871_OG224_04630  1.00      1.00      
PRJNA747871_OHU17_32100  PRJNA747871_OG224_04625  1.00      1.00      
PRJNA747871_OHU17_32105  PRJNA747871_OG224_04620  1.00      1.00      
PRJNA747871_OHU17_32110  PRJNA747871_OG224_04615  0.96      0.97      
PRJNA747871_OHU17_32115  PRJNA747871_OG224_04610  1.00      1.00      
PRJNA747871_OHU17_32120  PRJNA747871_OG224_04605  0.99      1.00      
PRJNA747871_OHU17_32125  PRJNA747871_OG224_04600  0.95      0.96      
PRJNA747871_OHU17_32130  PRJNA747871_OG224_04595  0.99      0.99      
PRJNA747871_OHU17_32130  PRJNA747871_OG224_04670  0.46      0.59      
PRJNA747871_OHU17_32135  PRJNA747871_OG224_04590  1.00      1.00      
PRJNA747871_OHU17_32140  PRJNA747871_OG224_04585  0.99      0.99      
PRJNA747871_OHU17_32145  PRJNA747871_OG224_04580  1.00      1.00      
PRJNA747871_OHU17_32150  PRJNA747871_OG224_04575  0.99      0.99      
PRJNA747871_OHU17_32155  PRJNA747871_OG224_04570  1.00      1.00      
PRJNA747871_OHU17_32160  PRJNA747871_OG224_04485  0.35      0.50      
PRJNA747871_OHU17_32160  PRJNA747871_OG224_04565  1.00      1.00      
PRJNA747871_OHU17_32165  PRJNA747871_OG224_04560  1.00      1.00      
PRJNA747871_OHU17_32170  PRJNA747871_OG224_04555  1.00      1.00      
PRJNA747871_OHU17_32175  PRJNA747871_OG224_04550  1.00      1.00      
PRJNA747871_OHU17_32180  PRJNA747871_OG224_04545  0.99      1.00      
PRJNA747871_OHU17_32185  PRJNA747871_OG224_04540  1.00      1.00      
PRJNA747871_OHU17_32190  PRJNA747871_OG224_04535  1.00      1.00      
PRJNA747871_OHU17_32195  PRJNA747871_OG224_04530  0.99      0.99      
PRJNA747871_OHU17_32200  PRJNA747871_OG224_04525  1.00      1.00      
PRJNA747871_OHU17_32205  PRJNA747871_OG224_04520  0.99      0.99      
PRJNA747871_OHU17_32210  PRJNA747871_OG224_04515  0.95      0.96      
PRJNA747871_OHU17_32215  PRJNA747871_OG224_04510  0.98      0.98      
PRJNA747871_OHU17_32220  PRJNA747871_OG224_04505  0.98      0.99      
PRJNA747871_OHU17_32225  PRJNA747871_OG224_04500  0.99      0.99      
PRJNA747871_OHU17_32230  PRJNA747871_OG224_04490  0.46      0.57      
PRJNA747871_OHU17_32230  PRJNA747871_OG224_04495  1.00      1.00      
PRJNA747871_OHU17_32235  PRJNA747871_OG224_04490  0.98      0.99      
PRJNA747871_OHU17_32235  PRJNA747871_OG224_04495  0.46      0.57      
PRJNA747871_OHU17_32240  PRJNA747871_OG224_04485  1.00      1.00      
PRJNA747871_OHU17_32240  PRJNA747871_OG224_04565  0.35      0.50      
PRJNA747871_OHU17_32245  PRJNA747871_OG224_04480  0.99      0.99      
PRJNA747871_OHU17_32250  PRJNA747871_OG224_04475  0.98      0.99      
PRJNA747871_OHU17_32255  PRJNA747871_OG224_04470  0.99      0.99      
PRJNA747871_OHU17_32265  PRJNA747871_OG224_04465  1.00      1.00      
PRJNA747871_OHU17_32270  PRJNA747871_OG224_04450  0.46      0.59      
PRJNA747871_OHU17_32270  PRJNA747871_OG224_04460  0.99      0.99      
PRJNA747871_OHU17_32275  PRJNA747871_OG224_04455  1.00      1.00      
PRJNA747871_OHU17_32280  PRJNA747871_OG224_04450  0.99      1.00      
PRJNA747871_OHU17_32280  PRJNA747871_OG224_04460  0.47      0.59      
PRJNA747871_OHU17_32285  PRJNA747871_OG224_04445  1.00      1.00      

CP108057.region022 vs CP108768.region020
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OHU17_31995  PRJNA747871_OG590_31945  1.00      1.00      
PRJNA747871_OHU17_32000  PRJNA747871_OG590_31950  1.00      1.00      
PRJNA747871_OHU17_32005  PRJNA747871_OG590_31955  1.00      1.00      
PRJNA747871_OHU17_32010  PRJNA747871_OG590_31960  1.00      1.00      
PRJNA747871_OHU17_32015  PRJNA747871_OG590_31965  1.00      1.00      
PRJNA747871_OHU17_32020  PRJNA747871_OG590_31970  1.00      1.00      
PRJNA747871_OHU17_32025  PRJNA747871_OG590_31975  1.00      1.00      
PRJNA747871_OHU17_32030  PRJNA747871_OG590_31980  1.00      1.00      
PRJNA747871_OHU17_32035  PRJNA747871_OG590_31985  1.00      1.00      
PRJNA747871_OHU17_32040  PRJNA747871_OG590_31990  1.00      1.00      
PRJNA747871_OHU17_32045  PRJNA747871_OG590_31995  1.00      1.00      
PRJNA747871_OHU17_32050  PRJNA747871_OG590_32000  1.00      1.00      
PRJNA747871_OHU17_32055  PRJNA747871_OG590_32005  1.00      1.00      
PRJNA747871_OHU17_32055  PRJNA747871_OG590_32080  0.46      0.59      
PRJNA747871_OHU17_32060  PRJNA747871_OG590_32010  1.00      1.00      
PRJNA747871_OHU17_32065  PRJNA747871_OG590_32015  1.00      1.00      
PRJNA747871_OHU17_32070  PRJNA747871_OG590_32020  1.00      1.00      
PRJNA747871_OHU17_32075  PRJNA747871_OG590_32025  1.00      1.00      
PRJNA747871_OHU17_32080  PRJNA747871_OG590_32030  1.00      1.00      
PRJNA747871_OHU17_32080  PRJNA747871_OG590_32040  0.31      0.43      
PRJNA747871_OHU17_32085  PRJNA747871_OG590_32035  1.00      1.00      
PRJNA747871_OHU17_32090  PRJNA747871_OG590_32030  0.31      0.43      
PRJNA747871_OHU17_32090  PRJNA747871_OG590_32040  1.00      1.00      
PRJNA747871_OHU17_32095  PRJNA747871_OG590_32045  1.00      1.00      
PRJNA747871_OHU17_32100  PRJNA747871_OG590_32050  1.00      1.00      
PRJNA747871_OHU17_32105  PRJNA747871_OG590_32055  1.00      1.00      
PRJNA747871_OHU17_32110  PRJNA747871_OG590_32060  1.00      1.00      
PRJNA747871_OHU17_32115  PRJNA747871_OG590_32065  1.00      1.00      
PRJNA747871_OHU17_32120  PRJNA747871_OG590_32070  1.00      1.00      
PRJNA747871_OHU17_32125  PRJNA747871_OG590_32075  1.00      1.00      
PRJNA747871_OHU17_32130  PRJNA747871_OG590_32005  0.46      0.59      
PRJNA747871_OHU17_32130  PRJNA747871_OG590_32080  1.00      1.00      
PRJNA747871_OHU17_32135  PRJNA747871_OG590_32085  1.00      1.00      
PRJNA747871_OHU17_32140  PRJNA747871_OG590_32090  1.00      1.00      
PRJNA747871_OHU17_32145  PRJNA747871_OG590_32095  1.00      1.00      
PRJNA747871_OHU17_32150  PRJNA747871_OG590_32100  1.00      1.00      
PRJNA747871_OHU17_32155  PRJNA747871_OG590_32105  1.00      1.00      
PRJNA747871_OHU17_32160  PRJNA747871_OG590_32110  1.00      1.00      
PRJNA747871_OHU17_32160  PRJNA747871_OG590_32190  0.35      0.50      
PRJNA747871_OHU17_32165  PRJNA747871_OG590_32115  1.00      1.00      
PRJNA747871_OHU17_32170  PRJNA747871_OG590_32120  1.00      1.00      
PRJNA747871_OHU17_32175  PRJNA747871_OG590_32125  1.00      1.00      
PRJNA747871_OHU17_32180  PRJNA747871_OG590_32130  1.00      1.00      
PRJNA747871_OHU17_32185  PRJNA747871_OG590_32135  1.00      1.00      
PRJNA747871_OHU17_32190  PRJNA747871_OG590_32140  1.00      1.00      
PRJNA747871_OHU17_32195  PRJNA747871_OG590_32145  1.00      1.00      
PRJNA747871_OHU17_32200  PRJNA747871_OG590_32150  1.00      1.00      
PRJNA747871_OHU17_32205  PRJNA747871_OG590_32155  1.00      1.00      
PRJNA747871_OHU17_32210  PRJNA747871_OG590_32160  1.00      1.00      
PRJNA747871_OHU17_32215  PRJNA747871_OG590_32165  1.00      1.00      
PRJNA747871_OHU17_32220  PRJNA747871_OG590_32170  1.00      1.00      
PRJNA747871_OHU17_32225  PRJNA747871_OG590_32175  1.00      1.00      
PRJNA747871_OHU17_32230  PRJNA747871_OG590_32180  1.00      1.00      
PRJNA747871_OHU17_32230  PRJNA747871_OG590_32185  0.46      0.57      
PRJNA747871_OHU17_32235  PRJNA747871_OG590_32180  0.46      0.57      
PRJNA747871_OHU17_32235  PRJNA747871_OG590_32185  1.00      1.00      
PRJNA747871_OHU17_32240  PRJNA747871_OG590_32110  0.35      0.50      
PRJNA747871_OHU17_32240  PRJNA747871_OG590_32190  1.00      1.00      
PRJNA747871_OHU17_32245  PRJNA747871_OG590_32195  1.00      1.00      
PRJNA747871_OHU17_32250  PRJNA747871_OG590_32200  1.00      1.00      
PRJNA747871_OHU17_32255  PRJNA747871_OG590_32205  1.00      1.00      
PRJNA747871_OHU17_32260  PRJNA747871_OG590_32210  1.00      1.00      
PRJNA747871_OHU17_32265  PRJNA747871_OG590_32215  1.00      1.00      
PRJNA747871_OHU17_32270  PRJNA747871_OG590_32220  1.00      1.00      
PRJNA747871_OHU17_32270  PRJNA747871_OG590_32230  0.46      0.58      
PRJNA747871_OHU17_32275  PRJNA747871_OG590_32225  1.00      1.00      
PRJNA747871_OHU17_32280  PRJNA747871_OG590_32220  0.46      0.59      
PRJNA747871_OHU17_32280  PRJNA747871_OG590_32230  1.00      1.00      
PRJNA747871_OHU17_32285  PRJNA747871_OG590_32235  1.00      1.00      

CP108057.region022 vs NBC_01565_3.region021
-------------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OHU17_32000  PRJNA747871_OOK52_33110  0.84      0.89      
PRJNA747871_OHU17_32005  PRJNA747871_OOK52_33115  0.88      0.93      
PRJNA747871_OHU17_32010  PRJNA747871_OOK52_33120  0.87      0.91      
PRJNA747871_OHU17_32015  PRJNA747871_OOK52_33125  0.83      0.87      
PRJNA747871_OHU17_32020  PRJNA747871_OOK52_33130  0.85      0.91      
PRJNA747871_OHU17_32025  PRJNA747871_OOK52_33135  0.94      0.97      
PRJNA747871_OHU17_32030  PRJNA747871_OOK52_33140  0.85      0.89      
PRJNA747871_OHU17_32035  PRJNA747871_OOK52_33145  0.93      0.94      
PRJNA747871_OHU17_32040  PRJNA747871_OOK52_33205  0.98      0.98      
PRJNA747871_OHU17_32045  PRJNA747871_OOK52_33210  0.93      0.95      
PRJNA747871_OHU17_32050  PRJNA747871_OOK52_33215  0.82      0.89      
PRJNA747871_OHU17_32055  PRJNA747871_OOK52_33220  0.95      0.98      
PRJNA747871_OHU17_32055  PRJNA747871_OOK52_33295  0.46      0.60      
PRJNA747871_OHU17_32060  PRJNA747871_OOK52_33225  0.87      0.91      
PRJNA747871_OHU17_32065  PRJNA747871_OOK52_33230  0.92      0.94      
PRJNA747871_OHU17_32070  PRJNA747871_OOK52_33235  0.78      0.83      
PRJNA747871_OHU17_32075  PRJNA747871_OOK52_33240  0.89      0.93      
PRJNA747871_OHU17_32080  PRJNA747871_OOK52_33245  0.96      0.97      
PRJNA747871_OHU17_32080  PRJNA747871_OOK52_33255  0.31      0.44      
PRJNA747871_OHU17_32085  PRJNA747871_OOK52_33250  0.89      0.92      
PRJNA747871_OHU17_32090  PRJNA747871_OOK52_33245  0.30      0.43      
PRJNA747871_OHU17_32090  PRJNA747871_OOK52_33255  0.94      0.97      
PRJNA747871_OHU17_32095  PRJNA747871_OOK52_33260  0.97      0.98      
PRJNA747871_OHU17_32100  PRJNA747871_OOK52_33265  0.95      0.97      
PRJNA747871_OHU17_32105  PRJNA747871_OOK52_33270  0.93      0.97      
PRJNA747871_OHU17_32110  PRJNA747871_OOK52_33275  0.73      0.80      
PRJNA747871_OHU17_32115  PRJNA747871_OOK52_33280  0.94      0.96      
PRJNA747871_OHU17_32120  PRJNA747871_OOK52_33285  0.87      0.89      
PRJNA747871_OHU17_32125  PRJNA747871_OOK52_33290  0.79      0.83      
PRJNA747871_OHU17_32130  PRJNA747871_OOK52_33220  0.46      0.60      
PRJNA747871_OHU17_32130  PRJNA747871_OOK52_33295  0.94      0.95      
PRJNA747871_OHU17_32135  PRJNA747871_OOK52_33300  0.95      0.99      
PRJNA747871_OHU17_32140  PRJNA747871_OOK52_33305  0.88      0.93      
PRJNA747871_OHU17_32145  PRJNA747871_OOK52_33310  0.94      0.97      
PRJNA747871_OHU17_32150  PRJNA747871_OOK52_33315  0.84      0.88      
PRJNA747871_OHU17_32155  PRJNA747871_OOK52_33320  0.96      0.99      
PRJNA747871_OHU17_32160  PRJNA747871_OOK52_33325  0.98      0.98      
PRJNA747871_OHU17_32160  PRJNA747871_OOK52_33405  0.35      0.50      
PRJNA747871_OHU17_32165  PRJNA747871_OOK52_33330  0.96      0.97      
PRJNA747871_OHU17_32170  PRJNA747871_OOK52_33335  0.94      0.97      
PRJNA747871_OHU17_32175  PRJNA747871_OOK52_33340  0.90      0.95      
PRJNA747871_OHU17_32180  PRJNA747871_OOK52_33345  0.87      0.92      
PRJNA747871_OHU17_32185  PRJNA747871_OOK52_33350  0.91      0.94      
PRJNA747871_OHU17_32190  PRJNA747871_OOK52_33355  0.93      0.96      
PRJNA747871_OHU17_32195  PRJNA747871_OOK52_33360  0.87      0.90      
PRJNA747871_OHU17_32200  PRJNA747871_OOK52_33365  0.89      0.94      
PRJNA747871_OHU17_32205  PRJNA747871_OOK52_33370  0.89      0.92      
PRJNA747871_OHU17_32210  PRJNA747871_OOK52_33375  0.80      0.85      
PRJNA747871_OHU17_32215  PRJNA747871_OOK52_33380  0.75      0.83      
PRJNA747871_OHU17_32220  PRJNA747871_OOK52_33385  0.81      0.86      
PRJNA747871_OHU17_32225  PRJNA747871_OOK52_33390  0.85      0.89      
PRJNA747871_OHU17_32230  PRJNA747871_OOK52_33395  0.95      0.97      
PRJNA747871_OHU17_32230  PRJNA747871_OOK52_33400  0.45      0.56      
PRJNA747871_OHU17_32235  PRJNA747871_OOK52_33395  0.46      0.56      
PRJNA747871_OHU17_32235  PRJNA747871_OOK52_33400  0.96      0.97      
PRJNA747871_OHU17_32240  PRJNA747871_OOK52_33325  0.35      0.49      
PRJNA747871_OHU17_32240  PRJNA747871_OOK52_33405  0.85      0.90      
PRJNA747871_OHU17_32245  PRJNA747871_OOK52_33420  0.83      0.88      
PRJNA747871_OHU17_32255  PRJNA747871_OOK52_33425  0.79      0.87      
PRJNA747871_OHU17_32265  PRJNA747871_OOK52_33435  0.92      0.94      
PRJNA747871_OHU17_32285  PRJNA747871_OOK52_33440  0.94      0.97      

CP108577.region004 vs CP108768.region020
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG224_04445  PRJNA747871_OG590_32235  1.00      1.00      
PRJNA747871_OG224_04450  PRJNA747871_OG590_32220  0.46      0.59      
PRJNA747871_OG224_04450  PRJNA747871_OG590_32230  0.99      0.99      
PRJNA747871_OG224_04455  PRJNA747871_OG590_32225  1.00      1.00      
PRJNA747871_OG224_04460  PRJNA747871_OG590_32220  0.99      0.99      
PRJNA747871_OG224_04460  PRJNA747871_OG590_32230  0.46      0.59      
PRJNA747871_OG224_04465  PRJNA747871_OG590_32215  1.00      1.00      
PRJNA747871_OG224_04470  PRJNA747871_OG590_32205  0.99      0.99      
PRJNA747871_OG224_04475  PRJNA747871_OG590_32200  0.98      0.99      
PRJNA747871_OG224_04480  PRJNA747871_OG590_32195  0.99      0.99      
PRJNA747871_OG224_04485  PRJNA747871_OG590_32110  0.35      0.50      
PRJNA747871_OG224_04485  PRJNA747871_OG590_32190  1.00      1.00      
PRJNA747871_OG224_04490  PRJNA747871_OG590_32180  0.46      0.57      
PRJNA747871_OG224_04490  PRJNA747871_OG590_32185  0.98      0.99      
PRJNA747871_OG224_04495  PRJNA747871_OG590_32180  1.00      1.00      
PRJNA747871_OG224_04495  PRJNA747871_OG590_32185  0.46      0.57      
PRJNA747871_OG224_04500  PRJNA747871_OG590_32175  0.99      0.99      
PRJNA747871_OG224_04505  PRJNA747871_OG590_32170  0.98      0.99      
PRJNA747871_OG224_04510  PRJNA747871_OG590_32165  0.98      0.98      
PRJNA747871_OG224_04515  PRJNA747871_OG590_32160  0.95      0.96      
PRJNA747871_OG224_04520  PRJNA747871_OG590_32155  0.99      0.99      
PRJNA747871_OG224_04525  PRJNA747871_OG590_32150  1.00      1.00      
PRJNA747871_OG224_04530  PRJNA747871_OG590_32145  0.99      0.99      
PRJNA747871_OG224_04535  PRJNA747871_OG590_32140  1.00      1.00      
PRJNA747871_OG224_04540  PRJNA747871_OG590_32135  1.00      1.00      
PRJNA747871_OG224_04545  PRJNA747871_OG590_32130  0.99      1.00      
