CP108390.region004 vs CP108853.region019
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG395_10785  PRJNA747871_OG972_03250  0.96      0.97      
PRJNA747871_OG395_10790  PRJNA747871_OG972_03255  0.98      0.99      
PRJNA747871_OG395_10795  PRJNA747871_OG972_03260  0.89      0.90      
PRJNA747871_OG395_10800  PRJNA747871_OG972_03265  0.99      1.00      
PRJNA747871_OG395_10805  PRJNA747871_OG972_03275  0.99      0.99      
PRJNA747871_OG395_10810  PRJNA747871_OG972_03280  0.92      0.95      
PRJNA747871_OG395_10815  PRJNA747871_OG972_03285  0.99      0.99      
PRJNA747871_OG395_10820  PRJNA747871_OG972_03290  1.00      1.00      
PRJNA747871_OG395_10825  PRJNA747871_OG972_03295  0.97      0.98      
PRJNA747871_OG395_10830  PRJNA747871_OG972_03300  0.98      0.98      
PRJNA747871_OG395_10835  PRJNA747871_OG972_03305  0.95      0.97      
PRJNA747871_OG395_10840  PRJNA747871_OG972_03310  0.96      0.97      
PRJNA747871_OG395_10845  PRJNA747871_OG972_03315  0.97      0.98      
PRJNA747871_OG395_10850  PRJNA747871_OG972_03320  0.97      0.97      
PRJNA747871_OG395_10855  PRJNA747871_OG972_03325  0.97      0.98      
PRJNA747871_OG395_10860  PRJNA747871_OG972_03330  0.96      0.98      
PRJNA747871_OG395_10865  PRJNA747871_OG972_03335  0.97      0.98      
PRJNA747871_OG395_10870  PRJNA747871_OG972_03340  0.99      0.99      
PRJNA747871_OG395_10875  PRJNA747871_OG972_03345  0.99      1.00      
PRJNA747871_OG395_10875  PRJNA747871_OG972_03385  0.48      0.64      
PRJNA747871_OG395_10880  PRJNA747871_OG972_03350  0.98      1.00      
PRJNA747871_OG395_10885  PRJNA747871_OG972_03355  0.99      1.00      
PRJNA747871_OG395_10890  PRJNA747871_OG972_03360  0.97      0.98      
PRJNA747871_OG395_10895  PRJNA747871_OG972_03365  0.86      0.87      
PRJNA747871_OG395_10900  PRJNA747871_OG972_03370  0.99      0.99      
PRJNA747871_OG395_10900  PRJNA747871_OG972_03410  0.32      0.50      
PRJNA747871_OG395_10905  PRJNA747871_OG972_03375  0.98      0.98      
PRJNA747871_OG395_10910  PRJNA747871_OG972_03380  0.94      0.96      
PRJNA747871_OG395_10915  PRJNA747871_OG972_03345  0.49      0.63      
PRJNA747871_OG395_10915  PRJNA747871_OG972_03385  0.99      0.99      
PRJNA747871_OG395_10920  PRJNA747871_OG972_03390  0.98      0.98      
PRJNA747871_OG395_10925  PRJNA747871_OG972_03395  0.99      0.99      
PRJNA747871_OG395_10930  PRJNA747871_OG972_03400  0.97      0.98      
PRJNA747871_OG395_10935  PRJNA747871_OG972_03405  0.99      0.99      
PRJNA747871_OG395_10940  PRJNA747871_OG972_03370  0.32      0.51      
PRJNA747871_OG395_10940  PRJNA747871_OG972_03410  1.00      1.00      
PRJNA747871_OG395_10945  PRJNA747871_OG972_03415  0.98      0.98      
PRJNA747871_OG395_10950  PRJNA747871_OG972_03420  0.98      0.98      
PRJNA747871_OG395_10955  PRJNA747871_OG972_03425  0.99      0.99      
PRJNA747871_OG395_10960  PRJNA747871_OG972_03435  0.96      0.97      
OG395_10965              OG972_03440              0.92      0.92      
PRJNA747871_OG395_10980  PRJNA747871_OG972_03445  0.92      0.93      
PRJNA747871_OG395_10985  PRJNA747871_OG972_03450  0.97      0.98      

CP108853.region019 vs NBC_01669_4.region002
-------------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OHA79_40820  PRJNA747871_OG972_03450  1.00      1.00      
PRJNA747871_OHA79_40825  PRJNA747871_OG972_03445  1.00      1.00      
OHA79_40830              OG972_03440              0.94      0.96      
PRJNA747871_OHA79_40835  PRJNA747871_OG972_03435  0.99      0.99      
PRJNA747871_OHA79_40840  PRJNA747871_OG972_03425  1.00      1.00      
PRJNA747871_OHA79_40845  PRJNA747871_OG972_03420  0.99      0.99      
PRJNA747871_OHA79_40850  PRJNA747871_OG972_03415  1.00      1.00      
PRJNA747871_OHA79_40855  PRJNA747871_OG972_03370  0.32      0.51      
PRJNA747871_OHA79_40855  PRJNA747871_OG972_03410  1.00      1.00      
PRJNA747871_OHA79_40860  PRJNA747871_OG972_03405  1.00      1.00      
PRJNA747871_OHA79_40865  PRJNA747871_OG972_03400  1.00      1.00      
PRJNA747871_OHA79_40870  PRJNA747871_OG972_03395  1.00      1.00      
PRJNA747871_OHA79_40875  PRJNA747871_OG972_03390  1.00      1.00      
PRJNA747871_OHA79_40880  PRJNA747871_OG972_03345  0.48      0.64      
PRJNA747871_OHA79_40880  PRJNA747871_OG972_03385  1.00      1.00      
PRJNA747871_OHA79_40885  PRJNA747871_OG972_03380  1.00      1.00      
PRJNA747871_OHA79_40890  PRJNA747871_OG972_03375  1.00      1.00      
PRJNA747871_OHA79_40895  PRJNA747871_OG972_03370  0.99      0.99      
PRJNA747871_OHA79_40895  PRJNA747871_OG972_03410  0.32      0.50      
PRJNA747871_OHA79_40900  PRJNA747871_OG972_03365  0.87      0.87      
PRJNA747871_OHA79_40905  PRJNA747871_OG972_03360  1.00      1.00      
PRJNA747871_OHA79_40910  PRJNA747871_OG972_03355  1.00      1.00      
PRJNA747871_OHA79_40915  PRJNA747871_OG972_03350  1.00      1.00      
PRJNA747871_OHA79_40920  PRJNA747871_OG972_03345  1.00      1.00      
PRJNA747871_OHA79_40920  PRJNA747871_OG972_03385  0.48      0.64      
PRJNA747871_OHA79_40925  PRJNA747871_OG972_03340  1.00      1.00      
PRJNA747871_OHA79_40930  PRJNA747871_OG972_03335  1.00      1.00      
PRJNA747871_OHA79_40935  PRJNA747871_OG972_03330  1.00      1.00      
PRJNA747871_OHA79_40940  PRJNA747871_OG972_03325  1.00      1.00      
PRJNA747871_OHA79_40945  PRJNA747871_OG972_03320  1.00      1.00      
PRJNA747871_OHA79_40950  PRJNA747871_OG972_03315  1.00      1.00      
PRJNA747871_OHA79_40955  PRJNA747871_OG972_03310  1.00      1.00      
PRJNA747871_OHA79_40960  PRJNA747871_OG972_03305  1.00      1.00      
PRJNA747871_OHA79_40965  PRJNA747871_OG972_03300  1.00      1.00      
PRJNA747871_OHA79_40970  PRJNA747871_OG972_03295  1.00      1.00      
PRJNA747871_OHA79_40975  PRJNA747871_OG972_03290  1.00      1.00      
PRJNA747871_OHA79_40980  PRJNA747871_OG972_03285  1.00      1.00      
PRJNA747871_OHA79_40985  PRJNA747871_OG972_03280  1.00      1.00      
PRJNA747871_OHA79_40990  PRJNA747871_OG972_03275  1.00      1.00      
OHA79_40995              OG972_03270              1.00      1.00      
PRJNA747871_OHA79_41000  PRJNA747871_OG972_03265  1.00      1.00      
PRJNA747871_OHA79_41005  PRJNA747871_OG972_03260  1.00      1.00      
PRJNA747871_OHA79_41010  PRJNA747871_OG972_03255  1.00      1.00      
PRJNA747871_OHA79_41015  PRJNA747871_OG972_03250  1.00      1.00      
PRJNA747871_OHA79_41020  PRJNA747871_OG972_03245  1.00      1.00      
OHA79_41025              OG972_03240              1.00      1.00      
PRJNA747871_OHA79_41030  PRJNA747871_OG972_03235  1.00      1.00      
PRJNA747871_OHA79_41035  PRJNA747871_OG972_03230  1.00      1.00      
PRJNA747871_OHA79_41040  PRJNA747871_OG972_03225  1.00      1.00      
PRJNA747871_OHA79_41045  PRJNA747871_OG972_03220  1.00      1.00      
PRJNA747871_OHA79_41050  PRJNA747871_OG972_03215  0.99      0.99      
PRJNA747871_OHA79_41055  PRJNA747871_OG972_03210  1.00      1.00      
PRJNA747871_OHA79_41060  PRJNA747871_OG972_03205  1.00      1.00      
PRJNA747871_OHA79_41065  PRJNA747871_OG972_03200  1.00      1.00      
PRJNA747871_OHA79_41070  PRJNA747871_OG972_03195  1.00      1.00      
PRJNA747871_OHA79_41075  PRJNA747871_OG972_03190  1.00      1.00      
PRJNA747871_OHA79_41080  PRJNA747871_OG972_03185  1.00      1.00      
PRJNA747871_OHA79_41085  PRJNA747871_OG972_03180  1.00      1.00      
