BGC0001116.0_reference vs CP107872.region001
--------------------------------------------
Query       Target                   Identity  Similarity
BAF50720.1  PRJNA747871_OOK48_34005  0.63      0.73      
BAF50721.1  PRJNA747871_OOK48_34000  0.37      0.43      
BAF50723.1  PRJNA747871_OOK48_33995  0.70      0.80      
BAF50724.1  PRJNA747871_OOK48_33990  0.59      0.72      
BAF50725.1  PRJNA747871_OOK48_33985  0.87      0.91      
BAF50726.1  PRJNA747871_OOK48_33980  0.72      0.78      
BAF50726.1  PRJNA747871_OOK48_34295  0.31      0.47      
BAF50727.1  PRJNA747871_OOK48_33965  0.36      0.42      

CP107872.region001 vs CP108424.region001
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG624_41445  PRJNA747871_OG534_37590  0.95      0.98      
PRJNA747871_OG624_41450  PRJNA747871_OG534_37595  0.96      0.99      
PRJNA747871_OG624_41455  PRJNA747871_OG534_37600  0.92      0.93      
PRJNA747871_OG624_41460  PRJNA747871_OG534_37605  0.97      0.98      
PRJNA747871_OG624_41465  PRJNA747871_OG534_37610  0.98      0.98      
PRJNA747871_OG624_41470  PRJNA747871_OG534_37615  0.98      0.99      
PRJNA747871_OG624_41475  PRJNA747871_OG534_37620  0.99      0.99      
PRJNA747871_OG624_41480  PRJNA747871_OG534_37625  0.94      0.97      
PRJNA747871_OG624_41485  PRJNA747871_OG534_37630  0.98      0.99      
PRJNA747871_OG624_41490  PRJNA747871_OG534_37635  0.96      0.98      
PRJNA747871_OG624_41495  PRJNA747871_OG534_37640  0.97      0.99      
PRJNA747871_OG624_41500  PRJNA747871_OG534_37645  0.93      0.93      
PRJNA747871_OG624_41505  PRJNA747871_OG534_37650  0.89      0.91      
PRJNA747871_OG624_41505  PRJNA747871_OG534_37715  0.34      0.54      
PRJNA747871_OG624_41510  PRJNA747871_OG534_37655  0.98      1.00      
PRJNA747871_OG624_41515  PRJNA747871_OG534_37660  0.98      0.98      
PRJNA747871_OG624_41520  PRJNA747871_OG534_37665  0.98      0.99      
PRJNA747871_OG624_41525  PRJNA747871_OG534_37670  0.97      0.98      
PRJNA747871_OG624_41530  PRJNA747871_OG534_37675  0.95      0.96      
PRJNA747871_OG624_41535  PRJNA747871_OG534_37680  0.93      0.94      
PRJNA747871_OG624_41540  PRJNA747871_OG534_37685  0.82      0.85      
PRJNA747871_OG624_41545  PRJNA747871_OG534_37690  0.96      0.97      
PRJNA747871_OG624_41550  PRJNA747871_OG534_37695  0.96      0.98      
PRJNA747871_OG624_41555  PRJNA747871_OG534_37700  0.97      0.97      
PRJNA747871_OG624_41555  PRJNA747871_OG534_37780  0.32      0.45      
PRJNA747871_OG624_41560  PRJNA747871_OG534_37705  0.96      0.97      
PRJNA747871_OG624_41560  PRJNA747871_OG534_37785  0.33      0.48      
PRJNA747871_OG624_41565  PRJNA747871_OG534_37710  0.94      0.97      
PRJNA747871_OG624_41570  PRJNA747871_OG534_37650  0.34      0.52      
PRJNA747871_OG624_41570  PRJNA747871_OG534_37715  0.94      0.97      
PRJNA747871_OG624_41575  PRJNA747871_OG534_37720  0.99      1.00      
PRJNA747871_OG624_41580  PRJNA747871_OG534_37725  0.94      0.96      
PRJNA747871_OG624_41585  PRJNA747871_OG534_37730  0.95      0.97      
PRJNA747871_OG624_41585  PRJNA747871_OG534_37760  0.32      0.44      
PRJNA747871_OG624_41590  PRJNA747871_OG534_37735  0.94      0.95      
PRJNA747871_OG624_41595  PRJNA747871_OG534_37740  0.95      0.97      
PRJNA747871_OG624_41600  PRJNA747871_OG534_37745  0.98      0.99      
PRJNA747871_OG624_41605  PRJNA747871_OG534_37750  0.95      0.97      
PRJNA747871_OG624_41610  PRJNA747871_OG534_37755  0.95      0.97      
PRJNA747871_OG624_41615  PRJNA747871_OG534_37730  0.31      0.43      
PRJNA747871_OG624_41615  PRJNA747871_OG534_37760  0.95      0.96      
PRJNA747871_OG624_41620  PRJNA747871_OG534_37765  0.94      0.95      
PRJNA747871_OG624_41625  PRJNA747871_OG534_37770  0.98      0.99      
PRJNA747871_OG624_41630  PRJNA747871_OG534_37775  0.92      0.95      
PRJNA747871_OG624_41630  PRJNA747871_OG534_37810  0.32      0.48      
PRJNA747871_OG624_41635  PRJNA747871_OG534_37700  0.32      0.46      
PRJNA747871_OG624_41635  PRJNA747871_OG534_37780  0.97      0.97      
PRJNA747871_OG624_41640  PRJNA747871_OG534_37705  0.32      0.48      
PRJNA747871_OG624_41640  PRJNA747871_OG534_37785  0.99      1.00      
PRJNA747871_OG624_41645  PRJNA747871_OG534_37790  0.97      0.98      
PRJNA747871_OG624_41650  PRJNA747871_OG534_37795  0.94      0.95      
PRJNA747871_OG624_41655  PRJNA747871_OG534_37800  0.98      0.98      
PRJNA747871_OG624_41660  PRJNA747871_OG534_37805  0.94      0.95      
PRJNA747871_OG624_41665  PRJNA747871_OG534_37775  0.33      0.46      
PRJNA747871_OG624_41665  PRJNA747871_OG534_37810  0.95      0.96      
PRJNA747871_OG624_41670  PRJNA747871_OG534_37815  0.93      0.95      
PRJNA747871_OG624_41675  PRJNA747871_OG534_37820  0.96      0.98      
PRJNA747871_OG624_41680  PRJNA747871_OG534_37825  0.98      1.00      
PRJNA747871_OG624_41685  PRJNA747871_OG534_37830  0.98      0.99      
PRJNA747871_OG624_41690  PRJNA747871_OG534_37835  0.98      0.98      
PRJNA747871_OG624_41695  PRJNA747871_OG534_37840  0.93      0.94      
PRJNA747871_OG624_41700  PRJNA747871_OG534_37845  0.98      0.99      
PRJNA747871_OG624_41705  PRJNA747871_OG534_37850  0.90      0.91      

CP107872.region001 vs NBC_01458_8.region001
-------------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG624_41450  PRJNA747871_OG359_35125  0.87      0.91      
PRJNA747871_OG624_41455  PRJNA747871_OG359_35130  0.70      0.78      
PRJNA747871_OG624_41460  PRJNA747871_OG359_35135  0.85      0.90      
PRJNA747871_OG624_41465  PRJNA747871_OG359_35140  0.67      0.77      
PRJNA747871_OG624_41470  PRJNA747871_OG359_35145  0.86      0.92      
PRJNA747871_OG624_41480  PRJNA747871_OG359_35150  0.49      0.64      
PRJNA747871_OG624_41485  PRJNA747871_OG359_35155  0.81      0.87      
PRJNA747871_OG624_41490  PRJNA747871_OG359_35160  0.68      0.77      
PRJNA747871_OG624_41495  PRJNA747871_OG359_35165  0.68      0.76      
PRJNA747871_OG624_41500  PRJNA747871_OG359_34700  0.41      0.54      
PRJNA747871_OG624_41500  PRJNA747871_OG359_35170  0.74      0.81      
PRJNA747871_OG624_41505  PRJNA747871_OG359_35175  0.54      0.70      
PRJNA747871_OG624_41505  PRJNA747871_OG359_35375  0.31      0.47      
PRJNA747871_OG624_41510  PRJNA747871_OG359_34995  0.33      0.51      
PRJNA747871_OG624_41510  PRJNA747871_OG359_35180  0.76      0.85      
PRJNA747871_OG624_41515  PRJNA747871_OG359_35000  0.31      0.48      
PRJNA747871_OG624_41515  PRJNA747871_OG359_35185  0.69      0.77      
PRJNA747871_OG624_41520  PRJNA747871_OG359_35190  0.65      0.76      
PRJNA747871_OG624_41525  PRJNA747871_OG359_35195  0.66      0.76      
PRJNA747871_OG624_41530  PRJNA747871_OG359_34750  0.32      0.44      
PRJNA747871_OG624_41530  PRJNA747871_OG359_34755  0.31      0.44      
PRJNA747871_OG624_41530  PRJNA747871_OG359_35200  0.65      0.74      
PRJNA747871_OG624_41535  PRJNA747871_OG359_35205  0.44      0.55      
PRJNA747871_OG624_41540  PRJNA747871_OG359_35365  0.44      0.56      
PRJNA747871_OG624_41540  PRJNA747871_OG359_35435  0.32      0.43      
PRJNA747871_OG624_41545  PRJNA747871_OG359_35370  0.70      0.80      
PRJNA747871_OG624_41550  PRJNA747871_OG359_35380  0.67      0.79      
PRJNA747871_OG624_41555  PRJNA747871_OG359_34860  0.36      0.52      
PRJNA747871_OG624_41555  PRJNA747871_OG359_35360  0.33      0.45      
PRJNA747871_OG624_41555  PRJNA747871_OG359_35385  0.64      0.74      
PRJNA747871_OG624_41555  PRJNA747871_OG359_35455  0.32      0.47      
PRJNA747871_OG624_41560  PRJNA747871_OG359_34820  0.43      0.58      
PRJNA747871_OG624_41560  PRJNA747871_OG359_34825  0.41      0.57      
PRJNA747871_OG624_41565  PRJNA747871_OG359_35395  0.45      0.55      
PRJNA747871_OG624_41570  PRJNA747871_OG359_35375  0.56      0.66      
PRJNA747871_OG624_41575  PRJNA747871_OG359_35400  0.72      0.79      
PRJNA747871_OG624_41580  PRJNA747871_OG359_35405  0.64      0.73      
PRJNA747871_OG624_41585  PRJNA747871_OG359_35410  0.62      0.71      
PRJNA747871_OG624_41585  PRJNA747871_OG359_35440  0.32      0.44      
PRJNA747871_OG624_41590  PRJNA747871_OG359_35415  0.70      0.80      
PRJNA747871_OG624_41595  PRJNA747871_OG359_35420  0.60      0.73      
PRJNA747871_OG624_41600  PRJNA747871_OG359_35425  0.87      0.91      
PRJNA747871_OG624_41605  PRJNA747871_OG359_35115  0.31      0.47      
PRJNA747871_OG624_41605  PRJNA747871_OG359_35430  0.73      0.78      
PRJNA747871_OG624_41610  PRJNA747871_OG359_35435  0.56      0.76      
PRJNA747871_OG624_41615  PRJNA747871_OG359_35410  0.31      0.43      
PRJNA747871_OG624_41615  PRJNA747871_OG359_35440  0.65      0.75      
PRJNA747871_OG624_41620  PRJNA747871_OG359_35445  0.56      0.66      
PRJNA747871_OG624_41625  PRJNA747871_OG359_35450  0.74      0.81      
PRJNA747871_OG624_41635  PRJNA747871_OG359_34860  0.30      0.40      
PRJNA747871_OG624_41635  PRJNA747871_OG359_35360  0.46      0.58      
PRJNA747871_OG624_41635  PRJNA747871_OG359_35385  0.32      0.46      
PRJNA747871_OG624_41635  PRJNA747871_OG359_35455  0.65      0.77      
PRJNA747871_OG624_41640  PRJNA747871_OG359_34820  0.33      0.50      
PRJNA747871_OG624_41640  PRJNA747871_OG359_34825  0.33      0.49      
PRJNA747871_OG624_41645  PRJNA747871_OG359_35245  0.31      0.49      
PRJNA747871_OG624_41645  PRJNA747871_OG359_35335  0.34      0.56      
PRJNA747871_OG624_41660  PRJNA747871_OG359_35510  0.33      0.50      
PRJNA747871_OG624_41665  PRJNA747871_OG359_35510  0.46      0.59      
PRJNA747871_OG624_41670  PRJNA747871_OG359_34845  0.35      0.58      
PRJNA747871_OG624_41670  PRJNA747871_OG359_35505  0.75      0.83      
PRJNA747871_OG624_41680  PRJNA747871_OG359_35500  0.69      0.79      
PRJNA747871_OG624_41685  PRJNA747871_OG359_35495  0.72      0.80      
PRJNA747871_OG624_41690  PRJNA747871_OG359_35490  0.76      0.82      
PRJNA747871_OG624_41695  PRJNA747871_OG359_35485  0.65      0.74      
PRJNA747871_OG624_41700  PRJNA747871_OG359_35480  0.75      0.83      

CP107872.region001 vs NBC_01548_4.region001
-------------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG624_41450  PRJNA747871_OOK48_34285  0.87      0.91      
PRJNA747871_OG624_41455  PRJNA747871_OOK48_34280  0.70      0.78      
PRJNA747871_OG624_41460  PRJNA747871_OOK48_34275  0.85      0.90      
PRJNA747871_OG624_41465  PRJNA747871_OOK48_34270  0.68      0.78      
PRJNA747871_OG624_41470  PRJNA747871_OOK48_34265  0.86      0.92      
PRJNA747871_OG624_41480  PRJNA747871_OOK48_34260  0.49      0.64      
PRJNA747871_OG624_41485  PRJNA747871_OOK48_34255  0.81      0.87      
PRJNA747871_OG624_41490  PRJNA747871_OOK48_34250  0.69      0.77      
PRJNA747871_OG624_41495  PRJNA747871_OOK48_34245  0.67      0.76      
PRJNA747871_OG624_41500  PRJNA747871_OOK48_34240  0.74      0.81      
PRJNA747871_OG624_41500  PRJNA747871_OOK48_34685  0.41      0.54      
PRJNA747871_OG624_41505  PRJNA747871_OOK48_34035  0.31      0.47      
PRJNA747871_OG624_41505  PRJNA747871_OOK48_34235  0.53      0.70      
PRJNA747871_OG624_41505  PRJNA747871_OOK48_34290  0.30      0.40      
PRJNA747871_OG624_41510  PRJNA747871_OOK48_34230  0.76      0.85      
PRJNA747871_OG624_41510  PRJNA747871_OOK48_34410  0.33      0.51      
PRJNA747871_OG624_41515  PRJNA747871_OOK48_34225  0.71      0.79      
PRJNA747871_OG624_41515  PRJNA747871_OOK48_34405  0.31      0.48      
PRJNA747871_OG624_41520  PRJNA747871_OOK48_34220  0.64      0.76      
PRJNA747871_OG624_41525  PRJNA747871_OOK48_34215  0.66      0.77      
PRJNA747871_OG624_41530  PRJNA747871_OOK48_34210  0.65      0.74      
PRJNA747871_OG624_41530  PRJNA747871_OOK48_34630  0.31      0.44      
PRJNA747871_OG624_41530  PRJNA747871_OOK48_34635  0.32      0.45      
PRJNA747871_OG624_41535  PRJNA747871_OOK48_34205  0.44      0.55      
PRJNA747871_OG624_41540  PRJNA747871_OOK48_33975  0.32      0.43      
PRJNA747871_OG624_41540  PRJNA747871_OOK48_34045  0.44      0.56      
PRJNA747871_OG624_41545  PRJNA747871_OOK48_34040  0.70      0.80      
PRJNA747871_OG624_41550  PRJNA747871_OOK48_34030  0.67      0.79      
PRJNA747871_OG624_41555  PRJNA747871_OOK48_33955  0.32      0.47      
PRJNA747871_OG624_41555  PRJNA747871_OOK48_34025  0.64      0.74      
PRJNA747871_OG624_41555  PRJNA747871_OOK48_34050  0.33      0.46      
PRJNA747871_OG624_41555  PRJNA747871_OOK48_34520  0.35      0.52      
PRJNA747871_OG624_41560  PRJNA747871_OOK48_34555  0.41      0.56      
PRJNA747871_OG624_41560  PRJNA747871_OOK48_34560  0.44      0.58      
PRJNA747871_OG624_41565  PRJNA747871_OOK48_34015  0.45      0.55      
PRJNA747871_OG624_41570  PRJNA747871_OOK48_34035  0.56      0.66      
PRJNA747871_OG624_41575  PRJNA747871_OOK48_34010  0.72      0.79      
PRJNA747871_OG624_41580  PRJNA747871_OOK48_34005  0.63      0.73      
PRJNA747871_OG624_41585  PRJNA747871_OOK48_33970  0.32      0.44      
PRJNA747871_OG624_41585  PRJNA747871_OOK48_34000  0.61      0.70      
PRJNA747871_OG624_41590  PRJNA747871_OOK48_33995  0.70      0.80      
PRJNA747871_OG624_41595  PRJNA747871_OOK48_33990  0.60      0.73      
PRJNA747871_OG624_41600  PRJNA747871_OOK48_33985  0.87      0.91      
PRJNA747871_OG624_41605  PRJNA747871_OOK48_33980  0.72      0.78      
PRJNA747871_OG624_41605  PRJNA747871_OOK48_34295  0.31      0.47      
PRJNA747871_OG624_41610  PRJNA747871_OOK48_33975  0.56      0.76      
PRJNA747871_OG624_41615  PRJNA747871_OOK48_33970  0.66      0.75      
PRJNA747871_OG624_41615  PRJNA747871_OOK48_34000  0.31      0.43      
PRJNA747871_OG624_41620  PRJNA747871_OOK48_33965  0.57      0.67      
PRJNA747871_OG624_41625  PRJNA747871_OOK48_33960  0.75      0.83      
PRJNA747871_OG624_41635  PRJNA747871_OOK48_33955  0.65      0.77      
PRJNA747871_OG624_41635  PRJNA747871_OOK48_34025  0.32      0.46      
PRJNA747871_OG624_41635  PRJNA747871_OOK48_34050  0.47      0.59      
PRJNA747871_OG624_41635  PRJNA747871_OOK48_34520  0.30      0.41      
PRJNA747871_OG624_41640  PRJNA747871_OOK48_34555  0.34      0.49      
PRJNA747871_OG624_41640  PRJNA747871_OOK48_34560  0.33      0.50      
PRJNA747871_OG624_41645  PRJNA747871_OOK48_34075  0.34      0.56      
PRJNA747871_OG624_41645  PRJNA747871_OOK48_34165  0.31      0.49      
PRJNA747871_OG624_41660  PRJNA747871_OOK48_33900  0.33      0.49      
PRJNA747871_OG624_41665  PRJNA747871_OOK48_33900  0.45      0.59      
PRJNA747871_OG624_41670  PRJNA747871_OOK48_33905  0.75      0.83      
PRJNA747871_OG624_41670  PRJNA747871_OOK48_34535  0.35      0.58      
PRJNA747871_OG624_41680  PRJNA747871_OOK48_33910  0.69      0.79      
PRJNA747871_OG624_41685  PRJNA747871_OOK48_33915  0.72      0.80      
PRJNA747871_OG624_41690  PRJNA747871_OOK48_33920  0.76      0.82      
PRJNA747871_OG624_41695  PRJNA747871_OOK48_33925  0.65      0.74      
PRJNA747871_OG624_41700  PRJNA747871_OOK48_33930  0.75      0.83      

CP108424.region001 vs NBC_01458_8.region001
-------------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG534_37595  PRJNA747871_OG359_35125  0.87      0.92      
PRJNA747871_OG534_37600  PRJNA747871_OG359_35130  0.71      0.78      
PRJNA747871_OG534_37605  PRJNA747871_OG359_35135  0.84      0.90      
PRJNA747871_OG534_37610  PRJNA747871_OG359_35140  0.67      0.77      
PRJNA747871_OG534_37615  PRJNA747871_OG359_35145  0.87      0.92      
PRJNA747871_OG534_37625  PRJNA747871_OG359_35150  0.50      0.63      
PRJNA747871_OG534_37630  PRJNA747871_OG359_35155  0.82      0.87      
PRJNA747871_OG534_37635  PRJNA747871_OG359_35160  0.68      0.77      
PRJNA747871_OG534_37640  PRJNA747871_OG359_35165  0.68      0.76      
PRJNA747871_OG534_37645  PRJNA747871_OG359_34700  0.41      0.52      
PRJNA747871_OG534_37645  PRJNA747871_OG359_35170  0.73      0.79      
PRJNA747871_OG534_37650  PRJNA747871_OG359_35175  0.52      0.65      
PRJNA747871_OG534_37650  PRJNA747871_OG359_35375  0.32      0.47      
PRJNA747871_OG534_37655  PRJNA747871_OG359_34995  0.33      0.51      
PRJNA747871_OG534_37655  PRJNA747871_OG359_35180  0.76      0.85      
PRJNA747871_OG534_37660  PRJNA747871_OG359_35000  0.30      0.46      
PRJNA747871_OG534_37660  PRJNA747871_OG359_35185  0.68      0.77      
PRJNA747871_OG534_37665  PRJNA747871_OG359_35190  0.64      0.75      
PRJNA747871_OG534_37670  PRJNA747871_OG359_35195  0.66      0.76      
PRJNA747871_OG534_37675  PRJNA747871_OG359_34750  0.31      0.44      
PRJNA747871_OG534_37675  PRJNA747871_OG359_34755  0.31      0.44      
PRJNA747871_OG534_37675  PRJNA747871_OG359_35200  0.65      0.75      
PRJNA747871_OG534_37680  PRJNA747871_OG359_35205  0.41      0.53      
PRJNA747871_OG534_37685  PRJNA747871_OG359_35365  0.39      0.50      
PRJNA747871_OG534_37690  PRJNA747871_OG359_35370  0.72      0.80      
PRJNA747871_OG534_37695  PRJNA747871_OG359_35380  0.67      0.79      
PRJNA747871_OG534_37700  PRJNA747871_OG359_34860  0.36      0.54      
PRJNA747871_OG534_37700  PRJNA747871_OG359_35360  0.32      0.44      
PRJNA747871_OG534_37700  PRJNA747871_OG359_35385  0.64      0.74      
PRJNA747871_OG534_37700  PRJNA747871_OG359_35455  0.31      0.46      
PRJNA747871_OG534_37705  PRJNA747871_OG359_34820  0.43      0.59      
PRJNA747871_OG534_37705  PRJNA747871_OG359_34825  0.41      0.57      
PRJNA747871_OG534_37710  PRJNA747871_OG359_35395  0.45      0.54      
PRJNA747871_OG534_37715  PRJNA747871_OG359_35175  0.31      0.47      
PRJNA747871_OG534_37715  PRJNA747871_OG359_35375  0.56      0.66      
PRJNA747871_OG534_37720  PRJNA747871_OG359_35400  0.72      0.79      
PRJNA747871_OG534_37725  PRJNA747871_OG359_35405  0.64      0.73      
PRJNA747871_OG534_37730  PRJNA747871_OG359_35410  0.61      0.71      
PRJNA747871_OG534_37730  PRJNA747871_OG359_35440  0.32      0.44      
PRJNA747871_OG534_37735  PRJNA747871_OG359_35415  0.70      0.81      
PRJNA747871_OG534_37740  PRJNA747871_OG359_35420  0.59      0.73      
PRJNA747871_OG534_37745  PRJNA747871_OG359_35425  0.87      0.91      
PRJNA747871_OG534_37750  PRJNA747871_OG359_35115  0.31      0.46      
PRJNA747871_OG534_37750  PRJNA747871_OG359_35430  0.73      0.78      
PRJNA747871_OG534_37755  PRJNA747871_OG359_35435  0.55      0.75      
PRJNA747871_OG534_37760  PRJNA747871_OG359_35410  0.31      0.44      
PRJNA747871_OG534_37760  PRJNA747871_OG359_35440  0.65      0.74      
PRJNA747871_OG534_37765  PRJNA747871_OG359_35445  0.57      0.66      
PRJNA747871_OG534_37770  PRJNA747871_OG359_35450  0.74      0.81      
PRJNA747871_OG534_37780  PRJNA747871_OG359_34860  0.31      0.41      
PRJNA747871_OG534_37780  PRJNA747871_OG359_35360  0.47      0.58      
PRJNA747871_OG534_37780  PRJNA747871_OG359_35385  0.33      0.47      
PRJNA747871_OG534_37780  PRJNA747871_OG359_35455  0.65      0.77      
PRJNA747871_OG534_37785  PRJNA747871_OG359_34820  0.33      0.50      
PRJNA747871_OG534_37785  PRJNA747871_OG359_34825  0.33      0.50      
PRJNA747871_OG534_37790  PRJNA747871_OG359_35245  0.32      0.48      
PRJNA747871_OG534_37790  PRJNA747871_OG359_35335  0.34      0.56      
PRJNA747871_OG534_37805  PRJNA747871_OG359_35510  0.33      0.51      
PRJNA747871_OG534_37810  PRJNA747871_OG359_35510  0.45      0.58      
PRJNA747871_OG534_37815  PRJNA747871_OG359_34845  0.35      0.57      
PRJNA747871_OG534_37815  PRJNA747871_OG359_35505  0.74      0.82      
PRJNA747871_OG534_37825  PRJNA747871_OG359_35500  0.70      0.79      
PRJNA747871_OG534_37830  PRJNA747871_OG359_35495  0.72      0.80      
PRJNA747871_OG534_37835  PRJNA747871_OG359_35490  0.75      0.81      
PRJNA747871_OG534_37840  PRJNA747871_OG359_35485  0.68      0.78      
PRJNA747871_OG534_37845  PRJNA747871_OG359_35480  0.74      0.83      

CP108424.region001 vs NBC_01548_4.region001
-------------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG534_37595  PRJNA747871_OOK48_34285  0.87      0.92      
PRJNA747871_OG534_37600  PRJNA747871_OOK48_34280  0.71      0.78      
PRJNA747871_OG534_37605  PRJNA747871_OOK48_34275  0.85      0.90      
PRJNA747871_OG534_37610  PRJNA747871_OOK48_34270  0.68      0.78      
PRJNA747871_OG534_37615  PRJNA747871_OOK48_34265  0.87      0.92      
PRJNA747871_OG534_37625  PRJNA747871_OOK48_34260  0.50      0.63      
PRJNA747871_OG534_37630  PRJNA747871_OOK48_34255  0.82      0.87      
PRJNA747871_OG534_37635  PRJNA747871_OOK48_34250  0.68      0.77      
PRJNA747871_OG534_37640  PRJNA747871_OOK48_34245  0.68      0.76      
