seq_id,seq_id2,locus_tag,locus_tag2,identity,similarity,start,end,start2,end2
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41475,PRJNA747871_OG534_37620,0.99,0.99,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41480,PRJNA747871_OG534_37625,0.94,0.97,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41485,PRJNA747871_OG534_37630,0.98,0.99,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41490,PRJNA747871_OG534_37635,0.96,0.98,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41495,PRJNA747871_OG534_37640,0.97,0.99,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41500,PRJNA747871_OG534_37645,0.93,0.93,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41505,PRJNA747871_OG534_37650,0.89,0.91,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41510,PRJNA747871_OG534_37655,0.98,1.00,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41515,PRJNA747871_OG534_37660,0.98,0.98,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41520,PRJNA747871_OG534_37665,0.98,0.99,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41525,PRJNA747871_OG534_37670,0.97,0.98,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41530,PRJNA747871_OG534_37675,0.95,0.96,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41535,PRJNA747871_OG534_37680,0.93,0.94,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41540,PRJNA747871_OG534_37685,0.82,0.85,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41545,PRJNA747871_OG534_37690,0.96,0.97,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41550,PRJNA747871_OG534_37695,0.96,0.98,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41555,PRJNA747871_OG534_37700,0.97,0.97,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41560,PRJNA747871_OG534_37705,0.96,0.97,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41565,PRJNA747871_OG534_37710,0.94,0.97,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41570,PRJNA747871_OG534_37715,0.94,0.97,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41575,PRJNA747871_OG534_37720,0.99,1.00,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41580,PRJNA747871_OG534_37725,0.94,0.96,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41585,PRJNA747871_OG534_37730,0.95,0.97,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41590,PRJNA747871_OG534_37735,0.94,0.95,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41595,PRJNA747871_OG534_37740,0.95,0.97,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41600,PRJNA747871_OG534_37745,0.98,0.99,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41605,PRJNA747871_OG534_37750,0.95,0.97,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41610,PRJNA747871_OG534_37755,0.95,0.97,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41615,PRJNA747871_OG534_37760,0.95,0.96,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41620,PRJNA747871_OG534_37765,0.94,0.95,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41625,PRJNA747871_OG534_37770,0.98,0.99,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41630,PRJNA747871_OG534_37775,0.92,0.95,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41635,PRJNA747871_OG534_37780,0.97,0.97,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41640,PRJNA747871_OG534_37785,0.99,1.00,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41645,PRJNA747871_OG534_37790,0.97,0.98,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41650,PRJNA747871_OG534_37795,0.94,0.95,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41655,PRJNA747871_OG534_37800,0.98,0.98,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41660,PRJNA747871_OG534_37805,0.94,0.95,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41665,PRJNA747871_OG534_37810,0.95,0.96,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41670,PRJNA747871_OG534_37815,0.93,0.95,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41675,PRJNA747871_OG534_37820,0.96,0.98,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41680,PRJNA747871_OG534_37825,0.98,1.00,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41685,PRJNA747871_OG534_37830,0.98,0.99,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41690,PRJNA747871_OG534_37835,0.98,0.98,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41695,PRJNA747871_OG534_37840,0.93,0.94,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41700,PRJNA747871_OG534_37845,0.98,0.99,,,,
CP107872.region001,CP108424.region001,PRJNA747871_OG624_41705,PRJNA747871_OG534_37850,0.9,0.91,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41450,PRJNA747871_OG359_35125,0.87,0.91,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41455,PRJNA747871_OG359_35130,0.7,0.78,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41460,PRJNA747871_OG359_35135,0.85,0.90,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41470,PRJNA747871_OG359_35145,0.86,0.92,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41485,PRJNA747871_OG359_35155,0.81,0.87,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41500,PRJNA747871_OG359_35170,0.74,0.81,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41510,PRJNA747871_OG359_35180,0.76,0.85,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41545,PRJNA747871_OG359_35370,0.7,0.80,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41575,PRJNA747871_OG359_35400,0.72,0.79,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41590,PRJNA747871_OG359_35415,0.7,0.80,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41600,PRJNA747871_OG359_35425,0.87,0.91,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41605,PRJNA747871_OG359_35430,0.73,0.78,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41625,PRJNA747871_OG359_35450,0.74,0.81,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41670,PRJNA747871_OG359_35505,0.75,0.83,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41685,PRJNA747871_OG359_35495,0.72,0.80,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41690,PRJNA747871_OG359_35490,0.76,0.82,,,,
CP107872.region001,NBC_01458_8.region001,PRJNA747871_OG624_41700,PRJNA747871_OG359_35480,0.75,0.83,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41450,PRJNA747871_OOK48_34285,0.87,0.91,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41455,PRJNA747871_OOK48_34280,0.7,0.78,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41460,PRJNA747871_OOK48_34275,0.85,0.90,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41470,PRJNA747871_OOK48_34265,0.86,0.92,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41485,PRJNA747871_OOK48_34255,0.81,0.87,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41500,PRJNA747871_OOK48_34240,0.74,0.81,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41510,PRJNA747871_OOK48_34230,0.76,0.85,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41515,PRJNA747871_OOK48_34225,0.71,0.79,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41545,PRJNA747871_OOK48_34040,0.7,0.80,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41575,PRJNA747871_OOK48_34010,0.72,0.79,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41590,PRJNA747871_OOK48_33995,0.7,0.80,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41600,PRJNA747871_OOK48_33985,0.87,0.91,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41605,PRJNA747871_OOK48_33980,0.72,0.78,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41625,PRJNA747871_OOK48_33960,0.75,0.83,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41670,PRJNA747871_OOK48_33905,0.75,0.83,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41685,PRJNA747871_OOK48_33915,0.72,0.80,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41690,PRJNA747871_OOK48_33920,0.76,0.82,,,,
CP107872.region001,NBC_01548_4.region001,PRJNA747871_OG624_41700,PRJNA747871_OOK48_33930,0.75,0.83,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37595,PRJNA747871_OG359_35125,0.87,0.92,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37600,PRJNA747871_OG359_35130,0.71,0.78,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37605,PRJNA747871_OG359_35135,0.84,0.90,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37615,PRJNA747871_OG359_35145,0.87,0.92,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37630,PRJNA747871_OG359_35155,0.82,0.87,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37645,PRJNA747871_OG359_35170,0.73,0.79,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37655,PRJNA747871_OG359_35180,0.76,0.85,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37690,PRJNA747871_OG359_35370,0.72,0.80,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37720,PRJNA747871_OG359_35400,0.72,0.79,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37735,PRJNA747871_OG359_35415,0.7,0.81,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37745,PRJNA747871_OG359_35425,0.87,0.91,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37750,PRJNA747871_OG359_35430,0.73,0.78,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37770,PRJNA747871_OG359_35450,0.74,0.81,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37815,PRJNA747871_OG359_35505,0.74,0.82,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37825,PRJNA747871_OG359_35500,0.7,0.79,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37830,PRJNA747871_OG359_35495,0.72,0.80,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37835,PRJNA747871_OG359_35490,0.75,0.81,,,,
CP108424.region001,NBC_01458_8.region001,PRJNA747871_OG534_37845,PRJNA747871_OG359_35480,0.74,0.83,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37595,PRJNA747871_OOK48_34285,0.87,0.92,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37600,PRJNA747871_OOK48_34280,0.71,0.78,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37605,PRJNA747871_OOK48_34275,0.85,0.90,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37615,PRJNA747871_OOK48_34265,0.87,0.92,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37630,PRJNA747871_OOK48_34255,0.82,0.87,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37645,PRJNA747871_OOK48_34240,0.73,0.79,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37655,PRJNA747871_OOK48_34230,0.76,0.85,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37660,PRJNA747871_OOK48_34225,0.7,0.79,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37690,PRJNA747871_OOK48_34040,0.71,0.80,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37720,PRJNA747871_OOK48_34010,0.72,0.79,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37735,PRJNA747871_OOK48_33995,0.7,0.81,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37745,PRJNA747871_OOK48_33985,0.87,0.91,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37750,PRJNA747871_OOK48_33980,0.73,0.78,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37770,PRJNA747871_OOK48_33960,0.75,0.83,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37815,PRJNA747871_OOK48_33905,0.74,0.82,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37825,PRJNA747871_OOK48_33910,0.7,0.79,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37830,PRJNA747871_OOK48_33915,0.72,0.80,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37835,PRJNA747871_OOK48_33920,0.75,0.82,,,,
CP108424.region001,NBC_01548_4.region001,PRJNA747871_OG534_37845,PRJNA747871_OOK48_33930,0.74,0.83,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34630,PRJNA747871_OOK48_34750,0.94,0.98,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34650,PRJNA747871_OOK48_34735,0.96,0.97,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34655,PRJNA747871_OOK48_34730,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34660,PRJNA747871_OOK48_34725,0.99,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34665,PRJNA747871_OOK48_34720,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34670,PRJNA747871_OOK48_34715,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34675,PRJNA747871_OOK48_34710,0.96,0.97,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34680,PRJNA747871_OOK48_34705,0.98,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34685,PRJNA747871_OOK48_34700,0.97,0.98,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34690,PRJNA747871_OOK48_34695,0.99,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34695,PRJNA747871_OOK48_34690,0.99,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34700,PRJNA747871_OOK48_34685,0.98,0.98,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34705,PRJNA747871_OOK48_34680,0.98,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34710,PRJNA747871_OOK48_34675,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34715,PRJNA747871_OOK48_34670,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34720,PRJNA747871_OOK48_34665,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34725,PRJNA747871_OOK48_34660,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34730,PRJNA747871_OOK48_34655,0.99,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34735,PRJNA747871_OOK48_34650,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34740,PRJNA747871_OOK48_34645,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34745,PRJNA747871_OOK48_34640,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34750,PRJNA747871_OOK48_34635,0.99,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34755,PRJNA747871_OOK48_34630,0.99,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34760,PRJNA747871_OOK48_34625,0.99,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34765,PRJNA747871_OOK48_34615,0.99,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34770,PRJNA747871_OOK48_34610,0.93,0.94,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34775,PRJNA747871_OOK48_34605,0.85,0.85,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34780,PRJNA747871_OOK48_34600,0.97,0.98,,,,
NBC_01458_8.region001,NBC_01548_4.region001,OG359_34785,OOK48_34595,0.99,0.99,50963.0,50417.0,222000.0,222546.0
NBC_01458_8.region001,NBC_01548_4.region001,OG359_34790,PRJNA747871_OOK48_34590,0.76,0.77,51127.0,51385.0,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34795,PRJNA747871_OOK48_34585,0.99,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34800,PRJNA747871_OOK48_34580,0.99,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34810,PRJNA747871_OOK48_34570,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34815,PRJNA747871_OOK48_34565,0.98,0.98,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34820,PRJNA747871_OOK48_34560,0.99,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34825,PRJNA747871_OOK48_34555,0.98,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34830,PRJNA747871_OOK48_34550,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34835,PRJNA747871_OOK48_34545,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34845,PRJNA747871_OOK48_34535,0.99,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34850,PRJNA747871_OOK48_34530,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34855,PRJNA747871_OOK48_34525,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34860,PRJNA747871_OOK48_34520,0.98,0.98,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34890,PRJNA747871_OOK48_34515,0.96,0.96,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34895,PRJNA747871_OOK48_34510,0.99,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34900,PRJNA747871_OOK48_34505,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34905,PRJNA747871_OOK48_34500,0.99,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34910,PRJNA747871_OOK48_34495,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34915,PRJNA747871_OOK48_34490,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34920,PRJNA747871_OOK48_34485,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34925,PRJNA747871_OOK48_34480,0.98,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34930,PRJNA747871_OOK48_34475,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34935,PRJNA747871_OOK48_34470,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34940,PRJNA747871_OOK48_34465,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34945,PRJNA747871_OOK48_34460,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34950,PRJNA747871_OOK48_34455,0.99,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34955,PRJNA747871_OOK48_34450,0.98,0.98,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34960,PRJNA747871_OOK48_34445,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34965,PRJNA747871_OOK48_34440,1.0,1.00,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34970,PRJNA747871_OOK48_34435,0.99,0.99,,,,
NBC_01458_8.region001,NBC_01548_4.region001,PRJNA747871_OG359_34975,PRJNA747871_OOK48_34430,1.0,1.00,,,,
